ResponseId,Finished,Progress,open_hatedefinition,open_allow,UserLanguage,gender,birthyear,minority,country.x,country.y
R_0oXwxK25G452RAR,1.0,100.0,"I understand that some speech is hateful,  I don't believe there should be laws against it, because all types of speech is protected and all types of speech can have viewed as hateful.","You should be allowed to say anything on social media. You may be shunned by friends, family or peers, but there should be no censorship or legal repercussions. Also you should not be fired for your online actions.",EN,Male,37.0,,usa,
R_0q4kR8ONnt6Lefv,1.0,100.0,"""Hate speech"" is a term used by emotional people to justify punishing people they disagree with.  There is no objective way to determine hate speech.",Threats of violence or active harassment.  The same standards used in the court against spoken speech.,EN,Male,23.0,non-minority,usa,
R_0qWRZTRDcSM2Lp7,1.0,100.0,Hate speech is defined by speech the promotes or threatens violent action against a person or group of people.,"Any direct threat should be reported to authorities.
Anything that indirectly suggest that a certain group is not worthy of existence or less than, should shut down and banned.",EN,Other,37.0,minority,usa,
R_0rEoyhfQwdv0DLP,0.0,99.0,"I cannot define hate speech. To me, the examples you gave in the previous section were ""opinions"" only. They did, at times, reveal a person's uneducated or hateful viewpoint which is an expession of free speech. 

",People should be allowed to say or write whatever they wish. It is up to the reader to decide whether or not to respond.,EN,Female,50.0,minority,usa,
R_0U4zR4TkzenDjJn,1.0,100.0,"I'm not sure.  I generally don't buy into the concept of ""hate speech"" unless it crosses into making threats of physical violence or other crimes.  This excludes obvious hyperbole and sarcasm.","Actual threats.
""Let's kill all the purple people"", ""I'm going to take you and burn down your house."" Etc

Doxing",EN,Male,25.0,minority,usa,
R_0wuaZhnuIZw0FDb,1.0,100.0,Threats or calls for violence against any specific group of people.,"Threats or calls to violence against anyone, independent or part of a group. Whether marginalized or not.",EN,Male,11.0,non-minority,usa,
R_0xFyUHIWOx7Cyul,1.0,100.0,"Threats of violence against a person, that may be practical to perform,  ""I hope an anvil hits you in the head"" is not hate speech",Practical threats of violence,EN,Male,46.0,non-minority,usa,
R_10BexEyr8s0P7f9,1.0,100.0,Threats of doing harm,"Nothing. If you silence the bad views, how do you know who is a threat or someone to watch for doing harm to someone? You don't. That's more worrisome.",EN,Female,33.0,non-minority,usa,
R_10DDG69QSHlgP7w,1.0,100.0,Would have to see it. Context is everything,"Really foul language, and bad grammar",EN,Female,45.0,minority,usa,
R_10DFGlxqZYJdqf9,1.0,100.0,Speech done with hate in their hearts,Nothing,EN,Male,22.0,non-minority,usa,
R_10GmKxHkpSQ1wlr,1.0,100.0,"Speech that advocates or promotes violence or physical harassment
Speech which directly exposes individuals to harassment - doxing.",see above answer,EN,Male,54.0,non-minority,usa,
R_10HhcPOnZu5N644,1.0,100.0,"Any type of speech which directly calls for acts of emotional, mental, physical, or fiscal violence against any individual or organization for which a sufficient logical reason is not given.",Anything which directly calls to harm or provides the means to harm a specific named or referenced individual or other similar illegal speech as required by law.,EN,Male,9.0,non-minority,usa,
R_10Ie6nOpRXJhbwr,1.0,100.0,Speech specifically targeting a group w specific threats,There should be no restrictions,EN,Male,36.0,non-minority,usa,
R_10JEboz5gqni6ZZ,1.0,100.0,"Free speech is free speech.  Period!  If you don't like what someone says, don't engage in conversation with that person.  The very term ""hate speech"" is a made-up term targeting certain people.  Some of the most offensive speech is cloaked in ""do-good"" rhetoric rather than blatant insults.  I don't even think in terms of ""hate speech""--only in terms of individuals who come off as being ignorant, and as such, I have no need to engage with them.","Again, free speech is free speech.  NO ONE should be able to regulate the speech of others.  Overt threats (such as threatening to kill people), if made repeatedly and showing a pattern, might be worth investigating--but the best way to ""regulate"" offensive speech is for individuals (NOT government, NOT platforms) to isolate and ignore individuals who offend them.",EN,Female,52.0,minority,usa,
R_10MZLIKlYG2bHPB,1.0,100.0,"Defining any group or person as beings inferior to oneself, less than human with no human rights.",Any apology of any abomination.,EN,Male,50.0,minority,usa,
R_10MZtlcBjh3XME9,0.0,99.0,"Bullying. Such as "" You crackers"" are no good and deserve to die"" That's ethnic  hate speech. Most things people call hate speech are mainly offensive things but not hate speech! Offensive speech is ""This Snowflake generation gets offended by everything and they need to grow ""Thicker Skin""","Social Media is already more Restrictive than it should Be"" Read George Orwell 's book 1984 which was published in 1948. Social Media is getting very close to be restricting speech and opinions online in public as like the people's book were in George Orwell 's 1984 book! People follow Social media like sheep and more and more people are starting to believe everything they see on social media is true and Social media is starting to restrict more and more free speech and opinions along with posted content. Very Very Sad!!!!",EN,Female,37.0,non-minority,usa,
R_10o6T4Kylt6rHgA,1.0,100.0,Speech aimed specifically towards violence against another group.,Anything that does not specifically promote violence or criminal behavior.,EN,Male,31.0,non-minority,usa,
R_10PDMuj33mWQl1F,0.0,99.0,Something that is a personal attack or threat towards somebody or promotes violence towards a specific group.,"People should be allowed free speech and should be allowed to freely express their opinions as long as it’s not promoting acts of violence, personal attacks or racism. People need to take responsibility for themselves and if they’re going to say something stupid they need to deal with the fallout",EN,Male,23.0,minority,usa,
R_10PE4tUyCBcBbj6,1.0,100.0,"Any speech that is not loving, affirming, or supportive of another person’s natural personhood in all its manifestations.","Any racist, misogynistic, anti-semetic, homophobic, transphobic, or ageist hate speech should be banned.",EN,Male,58.0,non-minority,usa,
R_10q4jDJVSyWi30C,1.0,100.0,Death threats and saying bad things should happen to people or you hope bad things happen to them,"Death threats, doxxing",EN,Male,9.0,minority,usa,
R_10quLa7OXskYqut,1.0,100.0,I think it's a made up word that means nothing.,Actual threats of violence that are currently prohibited by law. All else is acceptable.,EN,Male,41.0,non-minority,usa,
R_10re7HiMKPKuXhO,1.0,100.0,Any speech that promotes violence to a person or group of people.,Violence and misinformation.,EN,Male,18.0,minority,usa,
R_10SkGCQBXSxYFTy,0.0,99.0,There is no such thing as “hate speech”,Death threats,EN,Female,35.0,non-minority,usa,
R_10YrFAzJWJTtICJ,1.0,100.0,"There is no definition for it. That is the problem with ""hate speech"". If I say I dislike someone, is that hate speech or my personal preference? If I show fake images of a decapitated person, is that hate speech, just my opinion or graphic imagery?","A call to violence, intimidation, or harassment against a person or group.  For example: ""my friends, we need to storm the house of our representative and make them do what we ask"" or ""fellow members tonight we must fire bomb the court house with the judges still inside"". Incitement violence which can be interpreted as having direct consequences.",EN,Other,19.0,minority,usa,
R_10ZaBzlNRbdIoqX,1.0,100.0,Promoting violence upon a person based simply on his race.,Anything sexual involving children,EN,Male,45.0,non-minority,usa,
R_10Zy23sqfDw2KuS,1.0,100.0,"Any kind of violent threat/statement against any particular group of people based on: religion, gender, gender identity, sexual orientation, skin color, language, or nationality/ethnicity",Same as above statement,EN,Female,23.0,non-minority,usa,
R_114nfooVHdZ7iLI,1.0,100.0,Anything the left don't want to hear,anything you don't like Scroll on by,EN,Male,52.0,non-minority,usa,
R_1162HlI040ngEf5,1.0,100.0,Speech that demonizes a person or group based on immutable characteristics.,Credible threat of violence.,EN,Male,24.0,non-minority,usa,
R_116D7qc4uOGSdXy,1.0,100.0,Hate speech does not have a legal definition.,Threats of violence should not be allowed. Obscene content should not be allowed.,EN,Male,19.0,non-minority,usa,
R_11cmTdG07pVjrXU,1.0,100.0,Where they threatened somebody,Kill,EN,Female,28.0,minority,usa,
R_11duldvEdTXXWFg,1.0,100.0,Anything promoting a threat of harm to others.,anything promoting a threat of harm to others,EN,Other,52.0,minority,usa,
R_11gr7rT8NPbQr9S,1.0,100.0,Speech that intentionally tries to harm others either emotionally or as an incitement to others to act to harm others.,"For adults, NOTHING.

For kids, up to the parents.

People can choose the venue that suits their sensibilities.

But the bigger danger in suppressing ""hate"" speech is that you miss seeing who is an idiot!

Let the haters ""out"" themselves.

Be a grown up and don't feel you need to react. That is what they are looking for!",EN,Male,52.0,minority,usa,
R_11hXJYImg5u4uLo,1.0,100.0,Hate speech doesn't exist.,Nothing.,EN,Male,20.0,minority,usa,
R_11i8aDNmCOYXrtd,1.0,100.0,"No such thing as ""Hate Speech"".  There is speech that you hate and that's on YOU.  EVERYONE is entitled to their OWN opinion, like it or hate it.",Actual threats of violence that result in ACTUAL PHYSICAL harm.,EN,Male,34.0,minority,usa,
R_11j8Sue84LQwKFJ,1.0,100.0,"Attack on a person or group based on race, ethnicity,  religion, age, disability or other protected status.",Threats of any kind.  Hate speech or speech that inflames other to violence,EN,Female,46.0,non-minority,usa,
R_11XdttNKbhuqWgL,1.0,100.0,Hate speech is not real. Words are not actions. This emphasis is part of the policing of language and thoughts that has been attempted over and over again.,Doxxing,EN,Male,12.0,non-minority,usa,
R_11XePLpNpuLKj6J,1.0,100.0,"FREE SPEECH, exactly the same as the Supreme Court of the United States! These goddamn filthy crybullies should be punished with imprisonment for Violating free speech of Americans and zuck-the-cuck and google should be imprisoned for election interference and cheating in the 2020 US election!!","ONLY what is illegal, like direct incitement to violence like Maxine waters DID when she begged her constituents to get violent with Trump supporters and Republicans.",EN,Male,49.0,non-minority,usa,
R_11XGj8O7mL4Mq5Z,1.0,100.0,Calling everything is racist,Anything that could harm our country terrorism killing police etc.,EN,Female,60.0,non-minority,usa,
R_11Xtff14WcYkFTK,1.0,100.0,"There is no such thing as hate speech. Free speech is just that, if you don’t like whaat someone has to say, come up with a better argument than them. I see things all the time that I don’t like, I don’t report them because the other person has a right to say how they think.","Freed speech absolutist, no speech should be censored.",EN,Male,20.0,non-minority,usa,
R_120kvINPNZD1gzz,1.0,100.0,Threats of violence,Threats of violence,EN,Male,37.0,non-minority,usa,
R_125vr8nk3I5fQLi,1.0,100.0,It a silly leftist idea,Anything. But may not a direct threat against someone.,EN,Male,56.0,non-minority,usa,
R_12a6zdOonQZtjFQ,1.0,100.0,You're allowed to be hateful in a free society.,Any advertisement from pharmaceutical companies or companies that profit off of war.,EN,Male,29.0,minority,usa,
R_12bTDD3YKM9oUYo,1.0,100.0,There is no such thing as hate speech. It's a made up term that politicians use,Literally anything that doesn't promote violence or unlawful acts,EN,Male,22.0,non-minority,usa,
R_12btkcpfPSlXM93,1.0,100.0,"Hate speech is a make believe concept that is not accurate defined. Considering the question, it admits hate speech is ambiguous and subject to the winds of change, therefore making it irrelevant. Hate speech does not exist.","The only thing that should not be allowed is calls for violence against specific individuals because it is illegal. Otherwise I think it’s best to let everyone say what they want. Really shows their true colors. You can ban someone, but they don’t just stop existing. They’ll get their message out another way. Instead, I say let their craziness be displayed for everyone to see.",EN,Male,10.0,non-minority,usa,
R_12c0Rfvi1euELBM,1.0,100.0,Advocating physical violence against a person.,"Slander, advocating physical violence, pedophilia, non consensual pornography.",EN,Other,27.0,minority,usa,
R_12D8uHQkxuTRtN0,1.0,100.0,A myth generated by media in order to divide the country.,"Anything that doesn't violate the life, liberty or justly acqieed property of someone else",EN,Male,27.0,non-minority,usa,
R_12DRO5KC0MpvdZl,1.0,100.0,Phrases that are not very cash money.,Phrases that are not very cash money,EN,Male,11.0,non-minority,usa,
R_12EDsLBIK6hQhDM,0.0,99.0,Threats directed at a distinct group or demographic.,N/A,EN,Male,30.0,non-minority,usa,
R_12fEyAKIAHwKGLX,1.0,100.0,"Hate speech would be directly demeaning and attacking words against any person or group regardless of their orientation, race, sex, religion etc. Including calls to action against said parties.","Only direct calls for violence against others or information presented by entities that are to be trusted that is counter to objective reality(an example would be a news organization stating that a bomb was detonated by a particular group when objectively it wasn't a bomb but rather an accidental industrial explosion, etc.",EN,Male,21.0,minority,usa,
R_12gc7BwzYAkMCHi,1.0,100.0,"JUST BECAUSE YOU DON'T LIKE SOMETHING DOESN'T MAKE IT HATE SPEECH.  THE TERM ""HATE SPEECH"" WAS DREAMED UP BY PEOPLE WHO ARE TOO SENSITIVE OR UNABLE TO DEFEND THEMSELVES OR LOOKING FOR SOMETHING TO HATE.","NUDITY AND SEX ACTS, BUT JOKES ABOUT EITHER SHOULD BE OK.",EN,Male,62.0,non-minority,usa,
R_12Mt1FkjB3eJpu6,1.0,100.0,"Bigoted language concerning race, ethnicity, gender, creed, nationality, or sexual orientation",Not a damn thing,EN,Male,33.0,non-minority,usa,
R_12o6tQonEptkDUk,1.0,100.0,A statement that calls for violence or any action which could lead to harmful behavior against any one person or group.,Hate speech as described above.,EN,Male,30.0,minority,usa,
R_12r6FA09JsU6tmB,1.0,100.0,Hate speech is speech that actively jeopardizes one's physical safety. Speech that is gross and hurtful but can be argued or ignored isn't hate speech.,"Threats, calls for others to physically attack someone, false information, particularly in the medical sector, which threatens public health.",EN,Female,25.0,minority,usa,
R_12uyl7flmJ9aqQM,1.0,100.0,Any statements made that are derogatory and suggest serious harm to a specific type of person.,Threats against any person or group of people; derogatory statements about specific types of minorities or anyone such as women or people of color; statements and pictures that depict women in pornographic manner; or people of color with suggestions of how they might be killed; such a black man with a noose around his neck; and any and every single white supremacist group needs to stop having a platform.,EN,Female,42.0,minority,usa,
R_12yEBBFvi9NNxQH,1.0,100.0,"Racial slurs, calls to violence.",Calls to violence,EN,Male,36.0,minority,usa,
R_1AeYDyCl4XxLZ7z,1.0,100.0,When someone offends and group of people in a hateful way,They should not say anything that would target a group at all,EN,Male,4.0,minority,usa,
R_1B6ZDXjBaigxpe1,1.0,100.0,"There is no such thing. Free speech means all speech, even unpopular or hateful, is still protected. This was codified by the US Supreme Court. ""Hate speech"" is a made up term that basically means ""I'm offended"". Nobody cares if you're offended, most of us have thick skin. You are personally responsible for what you allow to offend you, it is nobody else's responsibility to protect your feelings.","Death threats, doxxing, calls for others to commit physical harm upon people.",EN,Male,25.0,minority,usa,
R_1BPIKT8sNs4f4PN,1.0,100.0,No such thing,Nothing,EN,Male,47.0,non-minority,usa,
R_1BQS3bdijaqzCbH,1.0,100.0,"only Specific threats of violence against an individual.
In todays world anything that offends someone is incorrectly called “hate speech”.  It is similar to your 1st conversation (everything is called “racist, erroneously, I might add).  1st Amendment protects hate speech.","Specific threats of violence against an individual.
So called “hate speech” is protected by 1st Amendment.  No censorship!!!",EN,Male,54.0,non-minority,usa,
R_1BQtz8fpAIYdljX,1.0,100.0,Commie gobbledygook term used as an excuse by authoritarian leftists and other braindead troglodytes to repress opposing viewpoints that don't align with the Party's accepted truth.,There should not be anything you're not allowed to say.,EN,Male,13.0,minority,usa,
R_1BRFTdJipx4wPZA,1.0,100.0,It has to be aimed at a particular person or persons - not a general statement.  I needs to very hateful - based on nothing objective just subjective thoughts.,I am not a fan of curse words.  I find that they dumb downs the person speaking.  It's much clearer to use standard English words.  I understand the desire to use those words but I just don't see the need.,EN,Male,59.0,non-minority,usa,
R_1BRx0KFdCfGElbw,1.0,100.0,I really don't care about hate speech.,anything should be allowed. Just the same as if it was happening in person. Social media has caused people to talk to each other in ways they would never do in person.,EN,Male,22.0,non-minority,usa,
R_1BUS0PbI6222Zdj,1.0,100.0,This can only be defined by the one who finds the post hateful.,I don't support any censorship.  Just block or unfollow..,EN,Male,49.0,minority,usa,
R_1BWwtLIugy7evzi,1.0,100.0,Hate speech is when one blames others gor his own short comings. It also includes banning of a person because that person PUT A JOKE into a response and the censors DON'T UNDERSTAND WHAT A JOKE IS.,"Should NOT be able to accuse another of a CRIME without EVIDENCE.  I.E. If I accuse Trump of RAPING a woman but there is NO EVIDENCE, 30 days banned. If I accuse Billy Clinton and I list 2 or 3 or more women that say he harassed them, that's OK.",EN,Male,51.0,minority,usa,
R_1BXVYylNNtwdLnR,0.0,99.0,Threats.,"Lies about elections 
Lies about vaccines.

Basically, lies.",EN,Other,76.0,non-minority,usa,
R_1BXw31QY9tdQBJL,1.0,100.0,"Speech that advocates denial of life, liberty, or other basic human rights",Would the MyPillow guy agree with it? Then it should not be said on social media.,EN,Male,39.0,non-minority,usa,
R_1BY0OSrx1A8OllS,1.0,100.0,"When a person voices their opinions and beliefs and anyone that doesn’t agree, attacks them verbally.",,EN,Female,38.0,non-minority,usa,
R_1BYjVnA0qzAKgja,1.0,100.0,"If by ""hate speech"" we mean something that should be criminalized or censored, then nothing constitutes ""hate speech"" except direct and imminent threats to another person's physical safety.",Threats or calls for imminent violence. Pervasive harassment against a single person by creating new accounts to sidestep the block/mute feature.,EN,Male,22.0,non-minority,usa,
R_1C87iDAM0R9cjlR,1.0,100.0,"Truly offensive words directed at a person or group. (Exp-faggot, Dyke, nigger, cunt)","Say anything and let people decide if they want to block, ignore or interact.",EN,Female,35.0,non-minority,usa,
R_1C9FNso4A8zMOE3,1.0,100.0,"Discrimination based on race, color, religion, gender, national origin, sexual orientation, political affiliation or occupation. If I say “All cops are pigs and should be shot,” that’s hate speech. If I say “cops are such jerks” that’s just me being a jerk. See the difference?",Anything that isn’t covered by the above.,EN,Male,22.0,minority,usa,
R_1CCS4JBO0wsnSgF,1.0,100.0,Hate speech is when a particular group has captured the eye and mouth of another person or group in a way that is not positive and is aimed at converting others to their way of thinking.,Direct one-to-one personal threats to an individual by another person.,EN,Female,46.0,minority,usa,
R_1CCsc4H5UAhxnHa,1.0,100.0,Hate speech is what goes against the majority opinion of society,"There should be absolutely no promotion of the LGBTQ agenda allowed, not support for illegal immigration.",EN,Male,34.0,non-minority,usa,
R_1CDOIKTE7saPhT3,0.0,99.0,There should be nothing defined as “hate speech”. Making categories like this is very dangerous as someone or some group then has to define it. Correcting the problems we have is far too complicated to discuss in this format.,"Direct threats against another person. Other than that people should just be allowed to block people that they feel are harassing or threatening them. The modern version of being the bigger person and walking away. 
",EN,Male,42.0,non-minority,usa,
R_1CEbLOCltNycjPg,1.0,100.0,Any words or actions against any person's based on something specifically example: slurs,"Any form of hate speech, especially any that may insinuate violence",EN,Female,3.0,minority,usa,
R_1CflfkVzqFdxG8R,1.0,100.0,Wishing harm on others for their physical traits or belief system.,Anything actively threatening physical harm against someone else.,EN,Male,21.0,non-minority,usa,
R_1Cg1bUe1TsdscTG,1.0,100.0,Anything that dehumanizes people.,"Direct threats to murder, rape — specific plans or calls for acts of terrorism and the like.",EN,Male,40.0,non-minority,usa,
R_1Cj8bzMHZKdfQpL,1.0,100.0,"Speech that cals for violence, piling on, violence,, or dehumanization of its target including dog whistles racial or religious purity and dehumanizing tropes.","Holocaust denialism, use of dehumanizing or misogynistic words targeting individuals,  races, religions, classes or groups based solely on  identity and not values.",EN,Female,46.0,non-minority,usa,
R_1ClkZe1HFKE9swS,1.0,100.0,"There is no such thing as “hate speech”, it is a false construct used to silence opposing viewpoints.",Threatening another person’s life.,EN,Male,44.0,non-minority,usa,
R_1ClMcVUDBHXqZFW,0.0,99.0,,"Physical threats 
Derogatory words in reference to color, Race, nationality",EN,Male,18.0,minority,usa,
R_1Cltm6c0qgl9COg,1.0,100.0,"Directly denigrating or DIRECTLY threatening someone because of their color, religion etc. Would be considered hate speech","Say whatever you want... ACTIONS have consequences. 
Sticks and stones...",EN,Male,47.0,non-minority,usa,
R_1Cmekr1OX1ZcwPM,0.0,99.0,"I don't believe in hate speech. I lived in China for many years where I was a super minority. I've seen and experienced real racism both as a result of government policy and ignorance from the general population. I learned that even the majority Han population had their own struggles they had to deal with, I learned to brush off ""hate speech"" and let it float away in the wind. People need to stop being so sensitive, especially in America, where everybody has a voice.","People shouldn't be allowed to threaten the lives of others or threaten to cause them bodily harm. That's it, disagreeing words and stupidity should be allowed.",EN,Male,19.0,non-minority,usa,
R_1CpbxmflgdgOjfu,1.0,100.0,"Speech that is, by it's nature, meant to genuinely have a negative impact on a person or persons with the use of bigoted language targeting a immutable characteristics, such as race, color, national origin, sex (including pregnancy, sexual orientation, and gender identity) or religion. Particularly speech that calls for violence and harassment, speech that is meant to intimidate, or speech that is otherwise meant to cause harm to people of those targeted groups.","It depends on the context of the situation and culture surrounding the conversation. I believe that my answer to the previous question would be a pretty reasonable standard for determining that given most, if not all contexts.",EN,Female,10.0,minority,usa,
R_1CpDkVfLUXA8Hib,1.0,100.0,"Speech is Speech. It can be weaponized, but whether those words are harmful is up to the intended target. Rhetoric and manipulation have been around since man could utter words. Once people realize they are beyond what words a stranger spews online, they are truly free. People can control what they see and hear nowadays and what gets through the filter. Taking a proactive approach will empower people and remind them they aren't victims.","Things we already, as a society, have agreed are crimes with our laws. Crimes against children, for instance. Whatever will get someone arrested in the real world should be just as illegal online.",EN,Female,35.0,minority,usa,
R_1Cptdc7dTwIwoLL,1.0,100.0,"There are no “hate speech” exemptions to the First Amendment in case law so far as I know.

Even groups I personally find offensive such as the KKK and Antifa are all free to march and wave signs and express their views.

Social media is the defacto public square of this age so these platforms should have no right to censor anybody, just as established case law states that private companies cannot censor anyone on behalf of government as an end run around the First Amendment .","Say whatever the fuck you want on social media.

Anyone who argues differently is holding a default position that their fellow man is not to be trusted and that’s a greater evil than unpopular ideas.",EN,Male,42.0,non-minority,usa,
R_1CqdoaFtlaP7dxm,1.0,100.0,That which denies a person's basic humanity.,"Direct threats against another.  Direct calls for violent overthrow if the government.  Posts from governments who clearly deny human rights, torture people, or practice terrorism or genocide.",EN,Male,55.0,,usa,
R_1CsclPQ88JV79RT,1.0,100.0,When the hate is allowed for 1 side and not the other,I'm for free speech so everything should be allowed,EN,Female,44.0,minority,usa,
R_1Cwj2eeE3TLceAy,0.0,99.0,Actual hate toward a person or group.,All speech should be allowed except for that specifically invites or threatens violence against others.,EN,Male,39.0,non-minority,usa,
R_1CwrNYjrmoE2GI4,1.0,100.0,"Threatens harm, not just hyperbole","Not ""gonna go deathcon on *anyone*"". Not ""white people are devils"" - Malcolm X. If you can't openly say it about black people, you can't say it about anyone. Your skin color does not assume you are not racist.",EN,Other,43.0,non-minority,usa,
R_1Cxu83nLHH3h55f,1.0,100.0,"Absolute freedom of speech. If you are offended by something someone's says ignore them, make a rational argument against their position or stay off social media if freedom of speech is too hard for you to handle. I want to know who the haters are so I can ignore them, neither socialize or support them.",Nothing.  Let the haters spew their stupidity so we all know who to ignore and not associate ourselves with.,EN,Male,49.0,non-minority,usa,
R_1cY2wsCJpIq7OWT,1.0,100.0,A contrived classification of some offensive speech that creates a moral escape hatch allowing modern day witch hunts and suppression of personal rights and freedoms.,"Anyone should be able to say anything. Platforms should provide censorship to the individual user so that each user can decide what content they would like to see, mirroring physical relationships where those who are incompatible tend to drift apart and don't hear much from one another.",EN,Male,7.0,non-minority,usa,
R_1cY5J2UYhxuPJwd,1.0,100.0,"Hate speech is when someone says hateful things about another person, but should not be illegal, unless the speaker is making threats of physical harm.

The idea of ""hate speech"" is a leftist propaganda tool for controlling language people use.  Hate soeech is only recognised as offensive by leftists when it concerns one of their leftist issues.  But if I report a post where hate speech is used against a conservative or a Christian, it ALWAYS gets ignored.","Threats of physical harm.
Censorship of conservative views by social media platforms, including labels of false information, ""debunked"" notices and other forms of censorship.",EN,Male,32.0,minority,usa,
