ResponseId,Finished,Progress,open_hatedefinition,open_allow,UserLanguage,gender,birthyear,minority,country.x,country.y
R_1160lD40zfwV09z,1.0,100.0,"It implies the thought of all people.
It may change the opinion in the people's mind.
It should be removed.","I think if it's so much violence related content,then it cannot be allowed.
If it's somewhat user perspective,then it can be allowed on social media.
In some cases,this may educate the people with wrong perspectives and let them think in a right way.
Thank you",EN,Female,4.0,non-minority,phleng,
R_12AAjGR9TtGFBdP,1.0,100.0,"Hate speech defines as: a series of painful words that directly refer tol a person or particular group that aims to THREAT, COERCE, INTIMIDATE and FORCE INTO SUBMISSION and FEAR that would break the will of somebody to resist such as argue and reason out,
e.g. (warning: this is example only, never treat it as is.),

 ""You n**** a*****s need to shut up and live as ****** because you are the c***** livestock source of organ to our superior race or you will be l****ed to d****""","Any words that THREATENS, COERCE, INTIMIDATE and FORCE INTO FEAR AND SUBMISSION that would break the will of somebody, directly, to resist.",EN,Male,13.0,non-minority,phleng,
R_12mdiH5BNpWxX6Q,1.0,100.0,"When its inciting action to be taken, specially if its violent. Freedom of speech ends when action begins.","being offensive is arbitrary. You cannot establish a metric that will tell what is offensive or not. But we should not allow any speech that will DIRECTLY, NOT INDIRECTLY, incite violence.",EN,Male,26.0,non-minority,phleng,
R_12uqXrd50HQEnS2,1.0,100.0,"A hate speech is the one where a person is threatened for any consequences, racially abused.","Body shaming, ridicule and mock personal choices,",EN,Male,18.0,minority,phleng,
R_12xVB2SDSmVdH62,1.0,100.0,"Hate speech is somehing against some one's cou.try,religion,cste etc tht is intended to inault or humilite some one or group of people",Negativity should not be allowed,EN,Female,25.0,minority,phleng,
R_1C3gviiuBfcDTTh,1.0,100.0,It's good,I like it,EN,Male,21.0,non-minority,phleng,
R_1CpCNox0O8p9ZNx,1.0,100.0,Ganging up on someone who has a different idea . Attacking someone personally without knowing right or wrong. Not being somewhat understanding .,"Everything should be allowed cuz then only we will know what's going on with these people. We will have an idea about what's goes on and on in their mind. If we stop them from expressing what they feel doesn't change anything. But if we know what's going on, then we can do something about it.",EN,Male,11.0,non-minority,phleng,
R_1d5oQ0X8ALZzNqK,1.0,100.0,If there are foul words then it is hate speech.Foul words should not be use.,people should be allow to say anything but their identity must be known . so readers can judge the person.,EN,Male,55.0,minority,phleng,
R_1djo4b9jo1sNpqN,1.0,100.0," Hate speech is subjective to each person. It is each persons responsibility to censure anything they find so offensive they become upset. Therefore there is no hate speech, just speech some, usually a small minority are offended by.", Nothing. We should allow full free speech. If you regulate speech on any level it will become a form of thought control.,EN,Male,37.0,minority,phleng,
R_1DRLzPGKoMKz4Fv,1.0,100.0,"Hate speech says other people are inferior or less than human. Hate speech promotes discrimination including violence against a group based on race,  religion, social standing, political opinions or ethnicity!",Anything other than encouraging violence against another.,EN,Male,55.0,minority,phleng,
R_1DT5LhiNwTbl6vv,0.0,99.0,"Hate speech is a public speech that expresses hate or encourages violence toward a person or group based on something such as race, religion, sex, or sexual orientation","Any speech that promotes intolerance, violence, and/or persecution shouldn't be allowed on a social platform.",EN,Male,37.0,non-minority,phleng,
R_1DT5ONnhmrFTRU9,1.0,100.0,"Profile pictures with the dirty finger.
Posting a picture of sadistic men chocking a woman ♀️ in a sexual manner.
THE UNION FLAG.
","A 60/40 ratio Average on FACT.
60% FACT
40% CRAP.
NO TO A 50/50 ratio percentage.
IT WILL TEND TO BE CONFUSING.",EN,Male,40.0,non-minority,phleng,
R_1dzPMmeJDKLG9IO,1.0,100.0,"Threats and or action against a person's life, provision is service, health, employment, education, etc... 

Eg..

Example of Hate speech 
""we are terminating your employment/account due to posting a Bible Verse on your page""


Warning a person of natural consequences to behaviour is NOT hate speech. 
Eg..
NOT hate speech ""Smoking causes cancer""
NOT hate speech ""Sinners deserve hell""
","Deliberate misinformation

Promoting Punishing/blocking people for having different beliefs 
",EN,Male,39.0,minority,phleng,
R_1EiM4auiqhDlY5a,1.0,100.0,It's wanting (or wishing) something harmful and bad to happen to another person just because he or she has a different worldview than you.,"Cursing/cussing/shaming statements 

I think there is a wiser and wittier way of stating our opinion or explaining our worldview without using derogatory sentences. Words carry the intent of our hearts.",EN,Female,33.0,non-minority,phleng,
R_1eJD4876hO4zorc,1.0,100.0,"Attacking one's race , religion and other beliefs","Anything that promotes terror, hateful and racist speech",EN,Male,36.0,non-minority,phleng,
R_1eKmLdoiRKdKHEB,1.0,100.0,"No respect
Intentional and destructive to other's dignity.",Those that do not have concern with the preservation  of humanity from degeneration of morality.,EN,Male,38.0,non-minority,phleng,
R_1ex70FDpeliWPp0,1.0,100.0,What some stupid person thinks means nothing to me  WORDS CAN'T HURT !!!!!!,nothing,EN,Male,64.0,non-minority,phleng,
R_1f3o0RRm3UcB29c,1.0,100.0,"All factors considered, the posts will obviously result to physical, mental, and emotional harm to people involved.","Graphic description about hurting somebody (physically, mentally, emotionally...), sexual acti ities/promiscuity, provoking violent mass actions

And may i say, those who are task to police posts shouls be just ans objective. From what i observe, liberals are the only ones benefiting from the online censorship.",EN,Female,29.0,non-minority,phleng,
R_1f40tZe5YlI7gei,1.0,100.0,whom we thought they have higher status than us.,Anything should be legal according to the post.,EN,Male,21.0,minority,phleng,
R_1F9toXP6v0DDS0t,1.0,100.0,"Anti religion, racist, facist or life threatening content",People should have their opinion but that should be based on logic instead of personal attacks.,EN,Female,18.0,minority,phleng,
R_1ff3kF43FM3AhbD,1.0,100.0,Hate Speech is when there is offensive and hate language that is used against a particular individual or a group on social media based on a particular subject or an opinion that is shared on the social media platform by an individual or a group.,If anything should not be allowed to be said on social media sites then the companies of the social media sites and the Government ruling the country should have strict rules and regulations to punish the individual or group if anything is posted on the said social media sites.,EN,Female,3.0,non-minority,phleng,
R_1ffSQNeiKx2WUMw,1.0,100.0,"For me hate speech mis the use of offensive language that attacks a person, a group people who has different opinion from the other.","Language or words that is a personal attack, cuss, saying bad words just because you have differences in opinion.",EN,Female,32.0,non-minority,phleng,
R_1FgPqYydkEM6x14,1.0,100.0,Threatening messages,Mass mobilization for violance,EN,Male,8.0,non-minority,phleng,
R_1FhrR24NDcTBTvA,1.0,100.0,"Using foul languages, death threat and racist speech.
",,EN,Female,14.0,non-minority,phleng,
R_1flUiA2irqxiuVP,1.0,100.0,putting people verbally or otherwise down that are different from me and do not share my views,"white people are overprivileged
black people are criminals
all Chinese are out to cheat you",EN,Male,60.0,minority,phleng,
R_1fm9QxAoO3y1bOX,1.0,100.0,Racism,Racist remarks,EN,Male,35.0,non-minority,phleng,
R_1FtfheU620Llj6Y,0.0,99.0,"Hate Speech is something that is meant for a particular person or community or a particular group in a very negative manner, with the intention to hurt feelings and insult and sometimes even constitute threats and can become very dangerous.",,EN,Female,14.0,non-minority,phleng,
R_1FtiF5mrH3JTNOl,1.0,100.0,Any words that hurt another,Curse word and bad word against minorities,EN,Female,48.0,minority,phleng,
R_1fZyBsKzxY3Ovl7,1.0,100.0,speech motivated by hate,everything should be allowed,EN,Male,6.0,non-minority,phleng,
R_1g0gNW6vMSkOcE0,1.0,100.0,"Offensive, narcissistic, violence promoting, group conflict starting, disturbing, racist, extremist.","Violence promoting, human rights violations, discrimination promoting, extremism promoting, extreme negative and disturbing.",EN,Male,9.0,non-minority,phleng,
R_1g258vgT118taVi,1.0,100.0,"There should be no categorisation of any speech,words or sentences whatsoever.Every opinion,comment,thought must be welcomed and accepted.
There is no if and but in freedom of speech and expression. No regulations,censorship or restrictions on people expressing their emotions through words.",Everything is permitted.,EN,Male,22.0,non-minority,phleng,
R_1GBQqqbgVG4Aru4,1.0,100.0,I don't have any definition of what hate speech is,I don't have any problems with any speech I see offensive speech on Facebook all the time but I believe in free speech,EN,Male,60.0,minority,phleng,
R_1GC64vhVO2tM4yS,1.0,100.0,I would know it if I see it,Freedom of speech is paramount,EN,Male,55.0,minority,phleng,
R_1gGu2hYRUqBi6F0,1.0,100.0,Hate speech is either  from sorrow or from mental illness.  We have to treat them with empathy.,". except  nudity,and harassment, bullying,etc..
,Anything  should be allowed because  we have know people's opinions and what are the reasons
",EN,Female,11.0,non-minority,phleng,
R_1GHLiDSoDRtswFJ,1.0,100.0,"Hate speech is beyond a receipient's boiling point. 
If water boils at 100°C , hate speech is 101°C.","Threats to kill, damage or crpple against one's life & limb, safety of the family members, security of one's home,  office , indigenous people's territory, transportation networks,  the capital markets or stock exchanges, & cyber networks, power supplies, water systems, food production, food supply chain & threats to spread contagious diseases like anthrax attacks.",EN,Female,52.0,non-minority,phleng,
R_1GJryHpyHOIZd8T,1.0,100.0,Something that is threatning to your perosnal well being as well as the country's well being,Anything that is a threat to the atate of the government and promotes hate and terrorism.,EN,Male,10.0,minority,phleng,
R_1GK2vYPOfY49gSv,1.0,100.0,Extremely hurtful comments or posta,"Things related to cancel culture, etc",EN,Female,6.0,non-minority,phleng,
R_1GNsBDBptCPBn7G,1.0,100.0,I don't get bent out t of shape .,Anything except threats of violence or promotes Ricks for children .,EN,Male,39.0,non-minority,phleng,
R_1gqJNJj1j5YvEUj,1.0,100.0,"Any speech that puts down a person/or people, aggressively and perhaps even offensively.","Insults -- esp. when related to race, gender preference.",EN,Female,63.0,non-minority,phleng,
R_1GUlJ1y3ATlgNC1,1.0,100.0,No idea,No idea,EN,Female,8.0,non-minority,phleng,
R_1GUruTwypw9iqPR,1.0,100.0,"When you threaten or offend someone or their religion, or political beliefs",The world will come to a standstill,EN,Male,13.0,minority,phleng,
R_1GV6KGdNuuDAnTq,1.0,100.0,Statements that hurt and attacks a person or group.,Offensive things and lies.,EN,Male,26.0,non-minority,phleng,
R_1gzExa0zhAbUH1l,1.0,100.0,Anything that promotes violence against a particular group,Anything perpetuating hatred,EN,Female,9.0,non-minority,phleng,
R_1gzqtO9EaH2qxWu,1.0,100.0,Threats to me or people I know,Threats,EN,Male,58.0,non-minority,phleng,
R_1H7fnGivLKxWorq,1.0,100.0,When it contains derogatory remarks against a particular group or race intending to destroy the same.,"A lot of swearing and ""f"" words.",EN,Female,58.0,non-minority,phleng,
R_1hHh8ZEP7vqjW00,1.0,100.0,Particularly identifying and persecuting a specific group,Those tending to invoke strong emotions and provoke violence towards a specific group,EN,Male,45.0,non-minority,phleng,
R_1HkileBmkURcI9U,1.0,100.0,"Hate speech is speech that seeks to inflame or incite negative reactions or negative treatment towards a given group of segment in society for their beliefs, appearance, manner of speech or ethnicity.","Speech should be required to be responsible and respectful. Calls for expulsion or exclusion, or threats of violence or obvious harassment against other people should not be permitted, i.e., “You or your kind should be driven out of town and the country, or beaten to a pulp or killed.”",EN,Male,44.0,minority,phleng,
R_1I4WRnms2lQljFG,1.0,100.0,Directly insulting someone,Killing and/or physically hurting someone,EN,Female,33.0,minority,phleng,
R_1I5h6z4f3gbHcfo,1.0,100.0,Speech that threatens a person's life.,"People should be able to say anything they want to say. They should also be prepared to face the consequences if what they say is illegal, such as a threat to a President's life.",EN,Male,41.0,minority,phleng,
R_1IcQS0w8dIDtgJk,1.0,100.0,,"Slang words, disrespectful opinion about woman body, religion and on social status
",EN,Female,19.0,non-minority,phleng,
R_1IgiIaimRwVw4TC,1.0,100.0,n/a,n/a,EN,Female,27.0,non-minority,phleng,
R_1igQ5mnUuJuEWS6,1.0,100.0,"Hate speech should be simplified as anything threatening towards one's religion, race, sex, etc.","Nobody can control what a person writes on social media but once it's written and posted it should be scrutinized by a committee specially constituted by social media of people from different religion, race, community and sex. Only only the post is reported to the social media.",EN,Male,7.0,minority,phleng,
R_1IMkIUlfj9L04wl,1.0,100.0,According to me hate speech is using bad words or dark sarcasm.,Hating men for nothing.,EN,Male,7.0,minority,phleng,
R_1IQmVlJyF5y5FCi,1.0,100.0,"Saying to public for a genocide against a race, community.",To kill a group of people or a race,EN,Male,8.0,non-minority,phleng,
R_1IR6LBG3jcWktRS,1.0,100.0,"Aggressive, threatening, intimidating. Although I disagreed strongly with the views of some of the 1st or 2nd writers, I did not feel offended by them. For example, I'm a meat-eater but I'm not offended by the comment about 'cave'. I think that person should be more tolerant, but they have a right to their opinion as long as they are not in a position to enforce it!","Words / statements which a reasonable person would find racist, sexist or otherwise offensive in some way. Of course, opinions change over time as to what is 'reasonable' so we should keep that in mind.",EN,Male,43.0,non-minority,phleng,
R_1itaa0ki4KYZLCv,1.0,100.0,"Demeaning, implicating violence, offensive language","Killing someone/wishing them dead, wishing them wrong doings, threatening, revealing of personal information of others",EN,Female,16.0,non-minority,phleng,
R_1IyE30dEHI7pfxC,1.0,100.0,It's an insult to someone's self respect,Comments that could easily cause mental distress to others,EN,Female,9.0,minority,phleng,
R_1jdAWw88lhPmVil,1.0,100.0,Anything which affects someone's mental and physical health and also can cause traumas are hate speech. Also threatening messages to one's life.,Untill and unless the comments and all are affecting someone and causing mental health issues. Also trolling by creating memes or writing offensive comments about someone should be immediately banned.,EN,Male,6.0,minority,phleng,
R_1JDFWEvpKJBvZ6U,1.0,100.0,Directed by greats with harrasmment,Doxxing with harassment,EN,Male,42.0,minority,phleng,
R_1jk5PkGdOGTBHBy,1.0,100.0,Against Christian Values,Fake News,EN,Male,57.0,non-minority,phleng,
R_1jP6TZVkkDLISJI,1.0,100.0,"Hate speech is a discourse that encourages others to feel hatred towards an individual or a group of people.
","Speeches that encourage hate towards a person or a group of people should nit be allowed ti be used on any social media platform, as wellas discrimanatiry and offensive discourses that promote marginalization of certain people and comments that degrade people.",EN,Female,42.0,non-minority,phleng,
R_1jPaSNHMj0U04KC,1.0,100.0,Hate speech is a strong remark about a topic or certain group that degrade or insult someone or something.,It should be balance their should be rules that regulate their posts or comments,EN,Male,8.0,minority,phleng,
R_1JPFo3ZUMURwjUk,1.0,100.0,There's no such thing as hate speech,Secrets,EN,Male,12.0,non-minority,phleng,
R_1jUm5daHMz95H2A,1.0,100.0,Directly showing pure hate and wishing harm.,Pure threats which would result in harm,EN,Male,47.0,minority,phleng,
R_1JVpZdFbly6X1hT,1.0,100.0,hate is speech is something that attacks a person/entity or group directly in a very aggressive or irrespective manner,bullying and below the belt jokes or trolling of people. editing pictures and putting hurtful captions that degrades others image,EN,Male,16.0,minority,phleng,
R_1jZgD925Nsuiqr8,0.0,99.0,"""hate speech is so overrated."" It has to be said in person not on a platform and has to be directed at a specific person who is present. It has to do with threating one with bodily harm using a weapon present ( yes fists are weapons) and visible
","Say anything you want. i can always block you if i so desire and delete your ""message"".",EN,Male,52.0,minority,phleng,
R_1K1kiif12QMbYV7,1.0,100.0,If the affected party will be harmed by hate speech or red tag like what ka eric and Miss Badoy did.,The hate speech and red tagging,EN,Male,36.0,minority,phleng,
R_1KeyYRwZgKIZUK7,1.0,100.0,offensive discourse targeting a group or an individual based on inherent characteristics,"illegal products or services spyware or malware, and prohibited financial products and services.",EN,Male,24.0,minority,phleng,
R_1kF9i2u6mpvDV8h,1.0,100.0,"Hate Speech: Using words or expressions that display/promote zero tolerance against any person or community 

What truly matters is the intention of the person/community involving in such a speech","Everyone has the right to differ/disagree. Do that, but be kind. At the end of the day, we are all made up of flesh and blood & gonna die some day. So, let us be kind and compassionate towards each other and engage in words/actions that don't hurt people who carry different perspectives.",EN,Female,19.0,non-minority,phleng,
R_1kH7So4cbGbJtpD,1.0,100.0,Hate speech is generally offensive to a greater number of people or groups.,The freedom of expression will be suppressed and violated.,EN,Male,30.0,non-minority,phleng,
R_1kHprNfnWI5zory,1.0,100.0,"Speech that actively calls for harm of another.  For instance when US candidates instructed their followers to actively go harass, threaten, and let the supporters of their opponents know they are not welcome anywhere in the area. (Calling for actual violence against something/someone, not simply saying one disagrees or does not like something or someone.) For instance when the candidate gave a specific example calling for harassment of people their followers see at a restaurant. Instructing their followers to go to the table and let those people know they are not welcome anywhere in our community.","Anything that actively & repeatedly calls for harm to be done to another.   I normally would also include  slander or libelous statements. However as we have seen over the last few years. Totally true unflattering information or questions about groups (especially the government) have been declared as false, slander, libelous, as well as, harmful information.",EN,Other,47.0,minority,phleng,
R_1KjzAX6fdZMj48r,1.0,100.0,"When so many different kinds of people are given a platform to communicate, the chances of miscommunication are very high, which is what I have very often observed on social media. People start arguing and contradicting each other without understanding what the other person was trying to say. In such cases, people explaining their point of views factually is something I lean towards whether or not I agree with their opinion. On the other hand, people explaining their point of views by demeaning others or sometimes not explaining their point of views at all and just right out demeaning others just because they don't agree on certain topics is what I define as a hate speech.","One should not be allowed to make fun of or demean any country, religion, race or gender.",EN,Female,11.0,non-minority,phleng,
R_1KlP1DdFHQSdQmO,1.0,100.0,Hate speech is something which hurts a certain group of people and try to make situation worse for them.,People have freedom of speech but they should not be allowed to use hateful speech.,EN,Female,5.0,minority,phleng,
R_1kS6Y4cRYYIEgn6,1.0,100.0,"Any comment that targets someone or some people or some believers and makes their life critical, also downs their self esteem.",Anything that can cause big troubles,EN,Male,20.0,non-minority,phleng,
R_1KWoOgXQyEEi3gB,1.0,100.0,Sticks and stones. Words can never hurt me.,You either have free speech or not.,EN,Male,44.0,non-minority,phleng,
R_1kXEA3NKD3PjuzI,1.0,100.0,,threats to kill maime or rape,EN,Male,57.0,minority,phleng,
R_1KyeLo8cxA5Q4b5,1.0,100.0,An expression which tends to hurt a person or a group of person,Anything that can degrade someone or violate any right of someone,EN,Female,26.0,non-minority,phleng,
R_1kZaBlu51VMp8ws,1.0,100.0,"Any comment that intent to defame, deface, damage and break morale of an individual or a group.","If nothing is allowed to say, there is no point in existence of social media",EN,Male,16.0,minority,phleng,
R_1l4Y2UsdQg93Yp7,1.0,100.0,"Direct dark violent threats, coarse degrading or vicious  belittling castigation, or Other Displays of Verbal or Otherwise Hatred of Ones Race, Religion, Sex, Sexual Orientation, Gender Expression, Nationality, Political Affiliation, Age, or General Appearences of Thereselves.",Pretty Much what I Expressed above should be banned!,EN,Other,54.0,minority,phleng,
R_1lAA61M5qNxMMna,1.0,100.0,"Speech made against people of all genders, races, political leaning or religious affiliation","Death to all ________!

Kill all _______!

All _______ are stupid!

",EN,Male,48.0,non-minority,phleng,
R_1LbbClduA3r1zCL,1.0,100.0,"Hate speech constitutes words intended to do harm on another's physical, psychological, social, and/or moral person.","Curse words, racial slurs, violent acts",EN,Female,42.0,non-minority,phleng,
R_1Lbtn3QsouiROpl,1.0,100.0,Anything that involves physical or mental abuse,Anything that involves physical or mental abuse,EN,Male,46.0,minority,phleng,
R_1LetJ1TQh81Eh3g,0.0,99.0,"There is nothing called hate speech, it's what people have in mind, not their fault that others find it offensive, unless you are trolling someone by taking their private people's names","Everything should be allowed to say, yeah, cyber bullying or trolling shouldn't be done, but other than that, all opinions, whether it sounds rude should be allowed",EN,Male,4.0,non-minority,phleng,
R_1Lhc46O8PnevFqR,1.0,100.0,"Shubham Kumar
",,EN,Male,3.0,minority,phleng,
R_1LihoKq7kshuey6,1.0,100.0,"It is a personal, below-the-belt attack on one's gender, beliefs, mores, religion, race, and familial upbringing.","Sexually explicit words, slander, personal attacks, libelous statements",EN,Female,34.0,non-minority,phleng,
R_1Lj36U6Iz8bo6hw,1.0,100.0,"A Hate speech is something which a person or a group of people utter in different circumstances and contexts, when triggered about something that personally offends them or goes against their beliefs. Most of the times although it isn't right, it's not harmful but in certain cases hate speeches are responsible for triggering hatred against different deep rooted beliefs and institutions which could be really harmful.","Everyone is entitled to their Fundamental rights, right to Speech being one of them. However nobody should be encouraged or even allowed to spew hatred against anyone or anything just because two people or two different groups of people are not on the same page about something.",EN,Female,11.0,non-minority,phleng,
R_1LRnKwXacVw2NFg,1.0,100.0,"one that directly spews hateful and harmful statements  - trying to raise emotional outrage targeted at someone else.

A bad joke, sarcasm, different stance does NOT automatically constitute ‘hate’.","demeaning phrases, bigotry, punishment to someone not following a forced acceptance of doctrine.",EN,Male,46.0,non-minority,phleng,
R_1ltaISnspUY3Ypf,1.0,100.0,"speech that is purposefully hateful, which is not necessarily a bad thing. Hate has a rightful place, especially in speech.","nothing at all should be banned from any social media. Anyone who gets offended needs to be offended and grow some thicker skin.
sticks and stones may break my bones, but names will never hurt me.",EN,Male,43.0,minority,phleng,
R_1Lv3Zj7ZIAFxAjX,1.0,100.0,"Hate and Love are two different aspect of the same filling. You must ban the second. I have the full right to hate who hate me and to love who love me. Without any interference and/or censures.
As well as you cannot have a positive pole without a negative one, you must not have love without hate.","Completely freedom to love, hate, be loved and be hated.",EN,Male,52.0,minority,phleng,
R_1LXwpSlMz1ELchw,1.0,100.0,Hate speech is a slippery slope. Everyone one has a different perspective of what hate speech is so unless they are threatening someone or using racial slurs they should be able to say anything on their minds. Government should stay out of it period unless it’s a threatening life situation then police should be involved or other actual valid law has been broken.,"Say anything on your ANYTHING. leave out racial slurs, threats of bodily harm and other illegal activities.",EN,Male,42.0,minority,phleng,
R_1mD7Pd8AJW7SN0T,1.0,100.0,express hatred to posts and opinions of others,"Derogatory words against a certain group of people based on their color, ethnicity, beliefs, opinions, and others",EN,Male,30.0,non-minority,phleng,
R_1mDwWUSZ7ZjsWWG,1.0,100.0,"The hate speech laws in India aim to prevent discord among its many ethnic and religious communities. The laws allow a citizen to seek the punishment of anyone who shows the citizen disrespect ""on grounds of religion, race, place of birth, residence, language, caste or any other ground whatsoever.","Although we are free to say what we want, we are not allowed to express any opinion that offends, threatens, or insults groups, based on race, color, religion, national orientation, or disability (hate speech).",EN,Female,11.0,non-minority,phleng,
R_1mfts4X3rmEAR4E,1.0,100.0,hate speech is particularly dangerous when it is threat to life or of rape,"insult of gods, women of one's family, and threat of life and rape",EN,Male,21.0,minority,phleng,
R_1mgwQqiEtUOiAog,1.0,100.0,Not enough room to tell what's on my mind!,"Say what you want,",EN,Male,53.0,minority,phleng,
R_1mJjqFlnoolNCcB,1.0,100.0," cussing and insulting people, belief, religion and threatening others such as bodily harm and psychological put down","Offensive words ex. Cuss words, insults and giving or posting misinformation",EN,Female,36.0,non-minority,phleng,
R_1mqv00QZTrVVvcQ,1.0,100.0,Hate speech is targeted against anyone for any reason. Discourse occurs naturally and in some cases become heated. There is no need to bring up any part of the person in discourse when the topic is most likely unrelated to the person,"Hate speech. Opinions exist, but when opinions become targeted or hateful against most groups, excluding those groups which are hateful in nature (extremists of either left or right, fascists, anti-semitics, religious extremists, homophobes etc), then it shouldn't be allowed to proliferate. We are humans and our purpose is to live comfortably without encroaching upon the rights of others. To infringe upon the rights of another makes one less than the dirt we walk on.",EN,Male,7.0,non-minority,phleng,
R_1MSubnv7fu2RvkS,0.0,99.0,Continuing to hurt even at the checkmate situation of the looser of the argument.,Dirty talk relating to one's beloved people and close one's who've passed away.,EN,Male,17.0,non-minority,phleng,
R_1mVR4BuQY8lWIGt,1.0,100.0,Someone who makes hate speech literally means to harm someone,Any form of threat to the life of an individual,EN,Female,29.0,non-minority,phleng,
R_1mXzvpWt08bAfwi,1.0,100.0,With ill intent and malice in a statement towards a another person is hate speech.,"Bodily harm and character assasination should not be allowed in social media.
Sometimes close friends share private jokes that may look offensive to outsider but are okay as shared private conversation. Sometimes its a cultural thing misunderstood as hate speech but they're sometimes if not.mostly private jokes.
It should however be monitoref at lenght as maybe they are indeed hate speech with body or moral threats.",EN,Female,52.0,non-minority,phleng,
R_1mz5FW6hUkQPLq3,1.0,100.0,"People are responsable for what they say/write. People only. You cannot stop people to say/write some bad thinks about others, but remember: You will be judged in the end!",,EN,Male,37.0,minority,phleng,
R_1N4ky7xOAeXWr7q,1.0,100.0,"Hate speech is generally understood to refer to speech, conduct, writing, or expression that offends, threatens, or insults groups, or individuals on the basis of race, religion, sexual orientation, or other characteristics. Hate speech can take many forms, including name-calling, slurs, or other derogatory language or behavior that is intended to demean or intimidate a particular group or individual.

In many countries, hate speech is prohibited by law, and can be punished by fines or imprisonment. However, the definition of hate speech can vary depending on the specific laws and regulations of a particular jurisdiction, and can also be subject to interpretation and debate. Some people argue that hate speech should be protected as free speech under the principle of freedom of expression, while others believe that it should be restricted in order to prevent harm and discrimination.","Social media platforms have their own policies and guidelines regarding what content is allowed on their platforms. These policies generally prohibit a range of types of content, including spam, fraudulent activity, and illegal activity. In addition, many social media platforms have policies that prohibit hate speech and other forms of abusive or harmful content.",EN,Male,4.0,non-minority,phleng,
R_1n91kpUpcRyQNwy,1.0,100.0,No idea.,Hate speeches.,EN,Male,12.0,non-minority,phleng,
R_1NhqYs5Jzetm6xT,1.0,100.0,Some peoples has some political ideologies and had some political views. Two peoples from opposite ideologies has to make a debt without using unparliamentary or particular community hated words. If they using means it's hate speech.,Unparliamentary words from any language and community hated words or comments should be banned.,EN,Male,10.0,non-minority,phleng,
R_1nURgLNXv3dtpMx,1.0,100.0,"hate speech is something which is spoke against race, religion unless quoted from verified sources.
",everything should be allowed with control in hand of user..,EN,Male,21.0,non-minority,phleng,
R_1oBh8LuMd7sIKf4,1.0,100.0,Hate speech is a rotten result of a dangerous society.,Threatening human life and human dignity should not be allowed in social media and foremost treating others equally regardless of color religion and country,EN,Male,48.0,non-minority,phleng,
