ResponseId,Finished,Progress,open_hatedefinition,open_allow,UserLanguage,gender,birthyear,minority,country.x,country.y
R_11bxW5j3lyX7WPX,1.0,100.0,Ang hate speech ay ang pagsasaad ng mga bagay tungkol sa isang grupo ng mga tao kung saan pinapalabas nitong masama ang grupo na ito at dapat itong parusahan o tanggalan ng mga karapatan.,Hindi dapat lumaganap ang hate speech sa social media sapagkat maraming kabataan ang gumagamit nito at madaling maimpluwensya ang mga batang ito patungo sa mga di kanais nais na bagay o kaganapan.,TGL,Male,10.0,non-minority,phl,
R_123gcmlDXrwHAfe,1.0,100.0,Hate speech isang uri ng pagpapahayag na nakakasira ng disposisyon ng Isang tao,Mga problemang panlipunan na dapat solusyunan ng mabuti,TGL,Male,46.0,non-minority,phl,
R_129n2DEQjrGJCF5,1.0,100.0,ito ay mga uri nag interaksyon na nagpapakita ng pagbabanta sa kapwa at mga komento galing sa isang saradong pagiisip.,hindi dapat hayaan sa social media ang mga pananalita na makakasakit laman o mga uri ng kritisismo na ibinabahagi lamang upang makapanakit kesa makatulong o makapagbigay aral,TGL,Male,11.0,minority,phl,
R_12DYc1alUA03Ugf,1.0,100.0,paninira patungkol sa isang tao,Yung Hindi nakatutulong sa page unlad Ng indibidwal,TGL,Male,47.0,minority,phl,
R_12gVGrvE8CtsVGs,1.0,100.0,Ito Yung post na Galit na Galit,"Social media created for us to be socialized from others, looking for friends and this social media we can communicate our friends family for easiest and fastest way.",TGL,Female,13.0,non-minority,phl,
R_12okKjso5vPrZwX,1.0,100.0,"Racism, discrimination","Masasakit na pananalita, bastos na pananalita, mga bagay na walNg katutuhanaan.",TGL,Male,35.0,non-minority,phl,
R_12opTqPMRlwIf2q,1.0,100.0,Posts na may pambu-bully at threats at pagkamuhi.,,TGL,Male,15.0,non-minority,phl,
R_1AFhgXU3o1JgkLv,1.0,100.0,Dapat mag isip mabuti bago mqgpost ng mga bagay bagay,Mga bastos na salita at paninira ng puri at tao,TGL,Female,19.0,minority,phl,
R_1BW7v3OF0uufLxM,1.0,100.0,Sinasagot ko ito objectively.,Mga Salita na hindi totoo. Ito ang pangunahing problema sa social media.,TGL,Male,31.0,minority,phl,
R_1CfqjjZFq7frpeT,1.0,100.0,Dapat Ang mga hate speech ay Alisin para Hindi ma tularan Ng maraming mga kabataan,"Dapat Hindi mag aaway dapat magtulongan para sa kaunlaran.. iwasan Ang pg post Kong Meron Kang kagalit,, wag mg post na ikaw Ang magaling,, ""pakumbaba at may takot sa dios""",TGL,Female,44.0,,phl,
R_1cY4kmt6aF2AEqg,1.0,100.0,"Any form of speech that violates the rights of a certain group, usually the minority group. Something that is below-the-belt and may cause or feel harm towards the person whom the speech is referring to. For example: racial slurs, homophobic remarks, and red-tagging.","Red-tagging, because it might cause harm to those whose being tagged without any basis. It's not good to accuse someone as a communist just because your certain beliefs does not align with theirs, it just proves how cruel you are toward others.",TGL,Female,5.0,minority,phl,
R_1cYsBoV2YcEzscJ,1.0,100.0,Educate the public regarding right conduct for public comments in social media,Very hateful comments. Giving constructive critism with recommendations is a must.,TGL,Male,27.0,non-minority,phl,
R_1cZkWNx4kqnr0Er,1.0,100.0,,"Racist, sexist, anti-poor, politically charged, extremist, unethical, indecent and/or polarizing speeches irrespective of nature or origin, body-shaming statements and the like, severe to extreme ad hominem speech (including but not limited to implied to direct threats), speeches tantamount to [cyber]bullying, false information, peddling of rumours, bashful statements against an individual or group(s) of people, libelous statements, spam of any kind",TGL,Male,17.0,non-minority,phl,
R_1DCI74HSEAHeYUk,1.0,100.0,Any allegation without factual basis aimed at demoralizing certain individuals or groups,Nuisance statements,TGL,Female,24.0,non-minority,phl,
R_1dGJHb0uLeSXmOD,1.0,100.0,Tignan at pagaralan msbuti ang konsexto ng s.yungoeech,Hindi dapatbias ang opinion at mahing patas.,TGL,Male,58.0,minority,phl,
R_1djnNgxga1lZtDq,1.0,100.0,"Kinukwestiyon ng hate speech ang pagkatao ng iba, lalo ang minorty at biktima ng karahasan, na hindi sila dapat mabuhay sa mundo, o makapagsalita ng saloobin","Mga pahayag na kumukwestiyon sa karapatan at pagkatao ng isang tao lalo ang mga nasa minority, mga biktima ng karahasan atbp",TGL,Female,38.0,non-minority,phl,
R_1dKpC7c4X28wYG2,0.0,99.0,Hate speech is slanderous if its content violates human rights and it also contains sarcasms and insults.it degrades the and humiliates a person.,Words and opinions that degrades or humiliates an individual particularly his feelings and identity.,TGL,Male,45.0,minority,phl,
R_1dmGOBFUzIeoDMj,1.0,100.0,"My personal interpretation of hate speech is, those kind of comments or posts, that is referring to certain group or people telling them negative things or everything that could be bad for those group/people.","I think none, for me social media should be an open platform so that we could hear different,ideas or perspective from other people. What we should fix is that I think we should put disclaimer on each post/content before a reader could open it. So that they would be aware of what they are going to get from that content so that they could either continue or just ignore that content if they are not ready to read that. Or put a different server(jk) seperating the open minded people with the others.",TGL,Male,9.0,non-minority,phl,
R_1DtZvTp9zwgABVR,1.0,100.0,Yong nagmumura at pinepersonal ang kausap,"Mga salitang nagsusulong ng paglaban sa gobyerno
Mga salita/pahayag na personal tulad ng pagmumura",TGL,Male,50.0,non-minority,phl,
R_1dujMYar01XlOqi,1.0,100.0,Kapag may panlalait o bantang manakit sa isang tao o grupo ng tao,Mga panlalait o mga pananalita na nagbabanta o nanghihikayat na manakit sa isang tao o grupo ng mga tao,TGL,Male,45.0,non-minority,phl,
R_1Dx77RIakwd87O8,1.0,100.0,Pag nakakasakit ka ng ibang tao at sangayon ka sa mali.,Lahat ng salitang walang kabuluhan.,TGL,Male,3.0,non-minority,phl,
R_1E3ZvZXCf8H0ynB,1.0,100.0,"Ang ""hate speech"" ay mapanakit o mapanirang salita ukol sa isang partikular na tao o grupo -- hindi kinakailangang isang aping minoridad sa lipunan o kasapi ng mga ito -- na walang makatuwiran o makatarungang dahilan sa likod nito.",Mga pahayag na irresponsable; lalo na kung hindi totoo at ikakasira o ikapapahiya ng isang tao.,TGL,Male,28.0,non-minority,phl,
R_1eF5T0b2PD8pOsZ,1.0,100.0,"Stereotyping, overgeneralizing, patronizing, highly biased and threatening remarks","Hateful, triggering speech against the minority, especially for the vulnerable sectors",TGL,Female,10.0,minority,phl,
R_1EfV4muWnU45rWS,1.0,100.0,hate speech is urging people for unreasonable cause,bullying,TGL,Male,34.0,non-minority,phl,
R_1eJcLLdqnbgJ2qg,1.0,100.0,,"Pagmumura o cursing
Pagpapahiya sa isang tao na hindi naman alam ang buong kwento
Pagsasabi ng mga bagay patungkol sa couple intimacy at mga maselang bahagi ng katawan ng tao",TGL,Female,37.0,non-minority,phl,
R_1eJEXORSh2pb12o,1.0,100.0,"Hate speech ay sinasagawa sa pamamagitan ng pagpopost at pagcocomment ng mga saloobing hindi naman napapatunayan at walang basehan. Aminado tayong may mga bagay at tao tayong hindi gusto at hindi natin suportado, pero hindi ibig sabihin n'on na gagamitin nating libangang manira na nakabase lang sa bugso ng ating damdamin.","Hindi dapat hinahayaang manging bullying hub ang social media. Bilang isang kabataan kailangan nating malaman na hindi lahat ng nakikita nating nakakatawa, pinagkakatuwaan ng karamihan ay dapat nating i-share dahil hindi natin alam ay minsan nagiging racist tayo, pinagkakatuwaan ang mga mukha ng mga umiiyak na mga negro ginagawang meme, without knowing the fact kung saan galing yong screenshot na iyon which is quite nakakabastos sa damdamin nong taong ginawang katatawanan. Social media should be a platform for people to be accepted, heard and connected but it became the hub for bullies, it creates bullies. Dapat i helps people gain confidence e pero madalas makikita ko parang nasa korte palagi ang comment section because of the judgements.",TGL,Female,5.0,minority,phl,
R_1eV22INTL3kOpT6,1.0,100.0,Kapag ang buong pagkatao ay nilait mo ito ay hate speech,"Pagmumura, panlalait at pambabastos gamit ang mga salitang may relasyon sa pagkatao o paniniwala",TGL,Female,51.0,non-minority,phl,
R_1ewLf1ncQK38O0C,1.0,100.0,Nakakasakit na pananalita ngunit gamit bikang opinyon.,Bad words that lead to anxietand depression,TGL,Female,23.0,minority,phl,
R_1F4mAGZHZt7MrnJ,1.0,100.0,Hate speech ay yung May kinikimkim na galit sa mga bagay-bagay na inihahayag Niya sa mundo ang kanyang opinion bilang ito ang kanyang pananaw na nababasa din lamang Niya sa social media.,Kailangan lamang natin na pag isipan mabuti ang ating inihahayag sa social media.,TGL,Female,34.0,minority,phl,
R_1F9auoDEaCCXzrI,1.0,100.0,Hahanapin,Pagmumura,TGL,Male,7.0,minority,phl,
R_1faetBBhd6OwFfA,1.0,100.0,"- paghuhusga ng mga negatibong katangian sa isang tao/grupo dahil lamang sa kanilang kulay ng balat, ethinisidad, nasyonalidad, relihiyon, sexual orientation at pampulitikang paniniwala na walang konkretong batayan

- pagbabanta sa kaligtasan sa isang tao/grupo dahil lamang sa  kanilang kulay ng balat, ethinisidad, nasyonalidad, relihiyon, sexual orientation at/o pampulitikang paniniwala","death threats, rape threats, threats of kidnapping, harming, stalking.
",TGL,Female,22.0,non-minority,phl,
R_1FapYxX329YworJ,1.0,100.0,"Ang Hate Speech ay malayang nababasa sa mga social media lalo na at ang pinag uusapan ay Pulitika. Ang Hate Speech ay makikita sa mga post tungkol sa isang pangyayari na hindi man lang binigyan ng pagkakataon na ikumpirma kung totoo ang nasabing post at dahil sa maraming umaasa lang sa Social Media at hindi nagbabasa ng totoong pangyayari , hinahayaan nilang tangayin sila ng maling impormasyon at doon sila nag kocomment ng masasakit lalo na at di nila gusto ang post mo at nanindigan sila sa maling impormasyon na pinaniniwalaan nilang tama. Ang tao dahil sa galit sa mga post na ikinocorrect sila doon lumalabas ang pag gamit ng mga masasakit na salita o comment sa social media.","Ang mga hindi dapat sabihin sa SOCIAL MEDIA ay ang mga MALING IMPORMASYON na walang kaukulang pagtatama ng mga may ari ng Social Media Flatform, hinahayaan nila na ang maling impormasyon ay manaig dahil di binibigyan ng pansin para itama bago pa man mabasa lalo't higit ng mga kabataan na sa pag tingin palang sa nabasa ay pinaniniwalaan na at di na kailan pa bigyan ng oras na mag ungkat kung ito ba ay totoo o hindi. Isa pa ay ang pagmumura at paninira sa isang tao lalo't hindi mo gusto ay sasabihan mo na ng masasakit na salita.",TGL,Female,27.0,non-minority,phl,
R_1FbJKpZ1fe5DbYJ,1.0,100.0,,Ang pagbibigay ng opinion na nakakasakit sa kapwa at pagbabanta ng buhay sa kapwa,TGL,Male,12.0,minority,phl,
R_1FCzOGj6aukKSrg,1.0,100.0,"Pagmumura patungkol sayo (cursing towards you), pagkamuhi sa mga plano at pagkatao mo, panunumpa sa tao at pagiisip ng kapeligruhan para sa tao","Sa palagay ko ay wala dahil hindi naayon ang free speech o pagpapahayag ng bawat isang damdamin kung irerestrikto ang mga salita, isang paraan ito ara makita kung ano talagang klaseng paguugali mayroon ang isang tao, kahit wala sa social media naririnig ng mga tao ang mga salitang hindi naayon sa kagustuhan ng western cultures pero tandaan kung ang goal ninyo ay malayang pagpapahayag hayaan ninyong gamitin ang kahit anong salita upang irespeto ang kultura at makita ang totoong motibo ng isang pagkatao, tsaka niyang harapin ang mga dapat na kaso o pananagutan kung mayroon man kasi kung ipagbabawal mo ang mga salita, para mo naring pinasakan ng busal ang bibig ng bawat mamayan sa ibat ibang kultura ng bawat bansa. Napaka kritikal ng ganitong regulasyon dahil maraming dapat isaalang alang isa na ang kultura, edukasyon at kabuhayan ng bawat tao. Dahil hindi lahat may access sa training ng tamang pananalita.",TGL,Female,16.0,minority,phl,
R_1FFjpnRMuVantQx,1.0,100.0,"Ang “hate speech” para sa akin, ay paglalayad ng ano mang opinyon na nakakasakit para sa mga “minorities”.",“hate speech”,TGL,Male,17.0,minority,phl,
R_1g7NC5GOaDiDlfZ,1.0,100.0,"Matutukoy mo ang isang hate speech base sa bigat ng salita na sinusulat or binabangit ng isang tao tungkol man ito sa personal na issue politika o kahit ano mang bagay na maaring mag dulot ng pinsala sa tao, Pisikal or mental man ito.","Isa na dito ang pag Bibigay malisya sa gobyerno, death threat at racism, at suggestive violence, sexual behavior at promoting terrorism.",TGL,Male,15.0,minority,phl,
R_1GHbh8P9H6Cz6y2,0.0,99.0,nagsasabi ng di totoo,mga pananalitang below the belt or may kabastusan,TGL,Female,40.0,minority,phl,
R_1GHTZOLIPIl9zmA,0.0,99.0,Ang hate speech ay pagsasabi ng mga masasakit na salita at paninira laban sa kapwa. At ikinakampanya pa sa iba na huwag tangkilikin ang nasabing tao,"Mga nakasasakit na salita tulad ng pagmumura. Pwede nmn tayong pumuna sa magalang na pamamaraan, lalo na sa mga namumuno ng ating bansa",TGL,Female,51.0,non-minority,phl,
R_1GPqhKm6arVdl1r,1.0,100.0,"Pagsasabi ng masamang intensiyon...
Pagmumura...","Pagsasabi ng masamang intensiyon...
Pagmumura...",TGL,Female,39.0,non-minority,phl,
R_1GPrfAU8TLvNMbT,1.0,100.0,Mga masakit na salita pa tungkol sa isang tao o grupo.,Mga pagbabanta.,TGL,Male,23.0,minority,phl,
R_1GvOEMIApqvayWE,1.0,100.0,Reactionary,False news,TGL,Male,42.0,minority,phl,
R_1GVR3pX71tWzasf,1.0,100.0,"Ang hate speech ay mga salitang may halong pangeenganyo ng discimination, nangeenganyo ng violence, panlalait sa kapwa.","Ang pagmumura, ang pagbabanta sa kapwa at pag-insulto.",TGL,Female,37.0,non-minority,phl,
R_1GZz7sZH6vizSBJ,1.0,100.0,Merong biases sa issue at gumagamit ng marahas na salita o pag threat sa pg justify ng kanyang prinsipyo.,"Salitang nagbabanta, o ng de describe ng tao as bobo, tanga,  at ang pagmumura.",TGL,Female,51.0,non-minority,phl,
R_1He4nVtEv26exuV,1.0,100.0,Personal at below the belt ang sinabi at hindi dapat gawing personal,Walang personalan,TGL,Male,40.0,minority,phl,
R_1hEhI1Q14gBjXKJ,1.0,100.0,Ang hate speech para sa akin ay yung pagpapahayag na nakakasakit ng hindi lng sa taong involve sa usapin maging sa nagbabasa nito, Ang paninirang puri sa taong involve sa usapin,TGL,Female,35.0,minority,phl,
R_1hG54ctb8rrNvcR,1.0,100.0,Nakakasakit ng damdamin,Negatibong pananaw sa kapwa tao,TGL,Female,59.0,non-minority,phl,
R_1hSdrRncFwiI0op,1.0,100.0,Mga comment na nagmumura at mga salitang nagpapahiya sa katauhan at katayuan ng individual o grupo.,Hindi dapat magmura at ipahiya ang tao,TGL,Male,35.0,minority,phl,
R_1hXSBklREuD0pLJ,1.0,100.0,"Nasa pananalita po iyon,kaya ingatan ang dila para hindi makasakit sa kapwa of kahit saan...",Mag isip papunta sa puso bago magsalita...,TGL,Female,43.0,minority,phl,
R_1hYDF66W92IzjUi,0.0,99.0,Abusive!  Bullying!,"Fake news, making stories without evidences
",TGL,Female,39.0,non-minority,phl,
R_1I5bBJxiZ0Dg9Om,1.0,100.0,"Kapag ito ay nakaapekto na sa kapakanan, buhay, at pagkatao.","Rape, violence, harassment, offensive language against gender/religion/faith,",TGL,Female,10.0,minority,phl,
R_1ITcMRIDKAvvWUC,1.0,100.0,Pananalitang nakakasakit sa damdamin ng mga taong tinutukoy,Salitang nakakasakit sa mga taong tinutukoy,TGL,Male,43.0,non-minority,phl,
R_1j6zdMF01ng5UJF,1.0,100.0,Kapag ang pananalita ay direktang nang-aalipusta sa isang grupo ng lipunan,"Pagmumura, pananakot, pagbabanta",TGL,Female,41.0,non-minority,phl,
R_1jBsGhxpeDs1fER,1.0,100.0," Any ina
Inapproprate post",Lahat ng uri ng paninira,TGL,Female,34.0,minority,phl,
R_1jCiqW5Ts0bf11w,1.0,100.0,A speech that would incite harm or pain to people.,Dis informations and fake news.,TGL,Male,37.0,minority,phl,
R_1jcYRPVhbNalq8m,1.0,100.0,Anumang pagnanalita na naguudyok upang kamuhian at ituring na mas mababa ang iba na hindi kasang ayon sa pananaw at personal na panukat ng indibidwal o grupo,Ang anumang magkapaguudyok upang pinsalain ang karapatang pantao ng anumang lahi o grupo,TGL,Male,14.0,minority,phl,
R_1jkRFJFHFaIYaTM,1.0,100.0,"Ito ay mga mga speech na hindi umaayon sa mga sinasabi ng iba dahil itoy lihis sa paniniwala ng iba, gawa ng minorya o gawa ng iba ang paniniwala.","Mga kabastusan patungkol sa mga babae at mga kabilang sa LGBT, matatanda, Person with Disabilities, mga bata, mga minorities.",TGL,Male,42.0,non-minority,phl,
R_1jvRY932CRBRfVO,1.0,100.0,Hate speech is when the speaker attacks the person and not the issue.,Social media should not be used to (1) spread disinformation or fake news (2) promote hatred and violence (3) promote or facilitate illegal activities or businesses.,TGL,Male,60.0,non-minority,phl,
R_1k1UFfXqyxHdvKt,1.0,100.0,Ang hate speech ang isang diakurso na one-sided lamang ar may intensyong insultuhin ang isang tao,Ang pagbabanta ng kapahamakan ng isang tao,TGL,Female,18.0,non-minority,phl,
R_1KdygqXMglbXdlV,1.0,100.0,"abusive or threatening speech or writing that expresses prejudice on the basis of ethnicity, religion, sexual orientation, or similar grounds",threats,TGL,Female,31.0,minority,phl,
R_1kHwC3W4j5xcMM3,1.0,100.0,Ito ay paggamit/ginagamitan ng mga nakakasakit na salita kung saan maaaring mapahamak at maapektuhan ng malala ang taong sinasabihan nito.,Lahat ay malayang magbigay ng kanilang sariling pananaw ngunit hindi ibig sabihin nito ay maaari na nating sabihin ang nais nating sabihin kahit na nakakasakit ito ng damdamin ng iba. Kaya't hindi dapat hinahayaang sabihin sa social media ang mga bagay na maaaring makaapekto sa mentalidad ng isang tao.,TGL,Female,6.0,minority,phl,
R_1kTfXsDGEZQjHNh,1.0,100.0,"There is no such ""hate speech"". Everybody is entitled to their own opinions. It is declaring their own beliefs and nobody should question it. Its freedom of speech!",Maybe cursing words o threatening one's life,TGL,Female,48.0,non-minority,phl,
R_1kUKtAbcLWWLG4J,1.0,100.0,Kung pinaiiral ang galit at hindi iniisip ang mararamdaman ng iba,Hindi dapat hayaang sabihin sa social media ang mga salitang personal na nakakasakit sa isang tao,TGL,Male,6.0,non-minority,phl,
R_1LBeilo1Lts3aP2,1.0,100.0,Kung ito ay  solely nakapatungkol sa isang tao o grupo g tao.,Yung walang basihan na pagalipusta sa isang tao o grupo ng tao.,TGL,Female,60.0,non-minority,phl,
R_1lbqX7a72ljnvob,1.0,100.0,Nakakasakit at nag nang uuri ng opinyon ng mga tao,Mga nakakasira sa pagkato ng iba,TGL,Female,22.0,minority,phl,
R_1lluvzqC5DghEAR,1.0,100.0,"Ito ang personal na pag atake sa kinabibilangang antas ng pamumuhay, antas ng pinag-aralan, kasarian, paniniwalang politkal, relihiyon o paniniwalang ukol sa Diyos, lahi, at iba pang katulad nito. Na madalas ay may mapanlait o labis na nakasasakit ng damdamin na mga pananalita.","Mga pagmumura, mga pagtutol na may kasamang pag insulto, mga pag name calling o mga nagpapakita ng pagiging inferriority o pang-aapi sa kinakausap, o anumang nakasusugat ng damdamin na mga pahayag.",TGL,Male,28.0,minority,phl,
R_1LOJkFX1udzgiXS,0.0,99.0,"Ito ay personal na pag atake sa isang tao,  walang respeto at puro negatibo at masasakit na salita ang binibitiwan.","Ang mga bagay, na makaka sakit ng damdamin ng isang tao, at pag babanta sa buhay ng isang tao.",TGL,Female,20.0,minority,phl,
R_1LzirBQpWrmNoEY,1.0,100.0,Ang hate speech ay mga salitang nagpapalabas ng mali at nakakasakit ng damdamin ng iba. Ngunit ang pagpapakasal ay dapat lang na sa babae at lalaki lamang. Kailanman ay hindi kinikolala ng Kristiyano ang mga taong pinipilit na hindi lang dalawa ang kasarian sa mundo kahit na may roon naman silang ari ng pang lalaki o pang babae,Mga bagay na labag sa Diyos. Pang iinsulto sa i ang tao. Pagka walang bahala sa pinagdaraanan ng isang indibidwal. Sexual trafficking. at Pagpapakaganal ng maling impormasyo,TGL,Male,5.0,minority,phl,
R_1NFlJfFUhblOrWj,1.0,100.0,"Personal na tinitira Ang pagka tao basi sa relehiyon,kasarian Ng Isang tao","Pag invita sa tao Ng rebulisyon,terrorismo",TGL,Male,28.0,non-minority,phl,
R_1nMGFmYxcECJtkx,1.0,100.0,Labis na pagbitaw ng mga salita na hindi masyadong nagegeneralize at nadadamay ang iba pang mga taong nakapaloob sa isang konsepto.,Ang mga pagbabanta lalo na sa buhay ng isang tao. May mga bagay kasi na sarcasm lamang ngunit ang pagbabanta sa iba't ibang pamamaraan ay hindi maganda.,TGL,Female,11.0,non-minority,phl,
R_1NySAnZOUzbAmTM,1.0,100.0,"Yung nag spread ng galit, suklam, spee h gulo away, walang respect sa kapwa at walang respect sa kanyqng sarili","Speech teaching disrespect, maligning others, Below the belt words of disrespect",TGL,Female,56.0,non-minority,phl,
R_1oAy6oS6RvBxSGR,1.0,100.0,Hindi pgsan ayon sa mga sinasabi ng mga usapin o pghusga,Sariling opinyon ngunit hindi panghuhusga,TGL,Female,40.0,minority,phl,
R_1ochr6wykBn9P88,1.0,100.0,opinyon ng iba na wala nman sa topic at may mapanirang opinyon,"racism, gender issues, mga parental guidance na topic",TGL,Female,33.0,minority,phl,
R_1OIa8zmQzzcRj5N,1.0,100.0,Mga salitang may insulto at walang respeto,Racist ans biased remarks,TGL,Female,31.0,non-minority,phl,
R_1OIGv5vzwdwFlm4,1.0,100.0,"Ang HATE SPEECH ay ang mga masasakit na salita na patukoy sa partikular na tao, partikular na grupo, partikular na ideya, partikular na paniniwala, atbp na ginawa o galing mismo sa nagsasalita para sa layuning makasakit.","mga pagmumura
Mga salitang ang kahulugan ay ang pagpapababa ng pagkatao ng kausap (tanga, bobo, gago, tabogo, etc.)
Pagkukumpara ng tao sa hayop.
Ginagawang katawa-tawa ang isang tao sa pamamagitan ng drawing, ng pinagtagpi-tagping salita, nakakatawang larawan.
Mga kwento tungkol sa particular na tao o mga bagay-bagay na taliwas sa katotohanan.
Mga salita galing mga hindi beripikadong accounts (fake or dummy accounts)

",TGL,Male,43.0,non-minority,phl,
R_1pxnfTTIb33oPaP,1.0,100.0,"Pagpuna sa ibang tao tungkol sa kanilang kulay, lahi, antas sa buhay, kasarian na gumagamit ng mga di kanais nais na pananalita at nakapost sa online media","Nakaka insultong pananalita, may pagbabanta sa buhay.",TGL,Male,33.0,non-minority,phl,
R_1pxSKCvyIoT2X8N,0.0,99.0,Kapag wala naman itong rational o experiential basis at basta na lang pinagmumukhang masama ang bagay o mga taong gusto nitong i-hate. Kapag nakakalimutan nitong may mga karapatang masasagasaan kung ang speech na ito ay magiging basis ng mga batas o panuntunin.,"Mga ad hominem, mga chismis, mga kuro kuro na walang scientific o historical basis o kahit anong rational basis. Mga bagay na maaaring nakakasira sa buhay o dignidad ng iba. Mga bagay na makakalabag sa mga batas.",TGL,Female,7.0,non-minority,phl,
R_1pxuQW606LPscgi,1.0,100.0,"Pagsasalita ng masasakit, paghuhusga sa isang partikular na grupo, relihiyon, kasarian at iba pa","Hindi ang pagbabawal ng sasabihin sa social ang media ang makakalutas ng problema ukol sa hatespeech kundi tamang idukasyon, disiplina sa sarili at pagiging media literate",TGL,Male,7.0,minority,phl,
R_1PXZFPqFZXuFFQo,1.0,100.0,"Oky lng magsabi pero Hindi nmn Yung sobrang nkkgalit normal Yung may puna,  pero wag nmn tayong manghusga kung may Galit ka at magbigay Ng Galit sa kung knino Yung sasabihin mo ,mnahimik na lng tayo,may puna na tinatanggap Ng tao na Mali sya,may puna nmn talagang below the belt na...",Yung ikakasira at ikakapahamak Ng Isang indibidwal may tamang Lugar pra sa lht Ng bahay.,TGL,Female,31.0,minority,phl,
R_1q8UtoiL5frP5sB,1.0,100.0,Yung gumagamit ng obscenities,Mura,TGL,Male,57.0,non-minority,phl,
R_1QaX2OixmcvwsyM,1.0,100.0,Ang hate speech ay isang uri ng pannalita n nkakasakit at nagdidiscrimate ng ibang tao base s aspeto ng kanyang katauhan.,"Hindi dapat hayaan ngvisang social.media app ang mga salitang labis n nkakaakit n pananalita, violence, at maseselang topic.",TGL,Female,24.0,minority,phl,
R_1Qnj8Nvv3PJPvi1,1.0,100.0,Ang hate speech ay isang galit na damdamin lamang laban sa hindi pag sang ayon sa kanyang nabasa o nakita sa social media,Mga salitang private parts ng isang individual lalaki man o babae bakla o tomboy,TGL,Male,43.0,minority,phl,
R_1qUuaYEINiohZJU,1.0,100.0,"Para sa aking sariling pananaw.Ang Hate Speech,ay isang uri ng pananalita online o komentong may masasakit at mapagbantang pananalita laban sa isang partikular na indibidwal o user.",Sa aking sariling pananaw.dapar ibalanse dapat lahat ng mga bagay bagay bago magbitaw ng mga post at/ magkomento sa bawat posr ng iba sa loob at labas ng social media.moderation ika nga.,TGL,Male,18.0,non-minority,phl,
