ResponseId,Finished,Progress,open_hatedefinition,open_allow,UserLanguage,gender,birthyear,minority,country.x,country.y
R_10ZQiBl9ZCysOEg,1.0,100.0,Ungkapan tidak setuju yang dikatakan tanpa memperhatikan perasaan lawan bicara,Informasi pribadi dan masalah pribadi yang tidak seharusnya diungkapkan sehingga dapat merugikan orang lain selain pihak yang berkonfrontasi,ID,Female,9.0,non-minority,idn,
R_11aRTtuDyaMmITl,1.0,100.0,Ujaran kebencian adalah suatu pernyataan yang secara sadar bermaksud untuk menjelekkan atau memaksakan suatu tindakan kepada seseorang atau kelompok tanpa ada dasar yang jelas.,"Menganggap dirinya lebih powerful dan merendahkan orang atau kelompok lain; memaksakan seseorang untuk melakukan suatu tindakan yang tidak diinginkan; menghina fisik yang tidak dapat diubah (seperti warna kulit, warna mata, cacat, dsb); berbicara kasar tanpa sensor",ID,Female,9.0,non-minority,idn,
R_123yHAPQyzXfDGY,1.0,100.0,"Ujaran kebencian adalah menyinggung perasaan orang atau institusi tanpa argumen yang jelas. Jika argumen tersebut merupakan kritik dan saran selama hal tersebut fakta, maka itu tamparan bagi institusi tersebut. Apabila tentang perasaan orang tentunya tiap orang berbeda-beda.","Bersifat bully, toxic yang menjatuhkan mental seseorang dan dapat berefek hingga sampai bunuh diri. Lalu membawa keluarga atau fisik dari subject yang membuat argumen tersebut tidak valid.",ID,Male,7.0,non-minority,idn,
R_125VvYWLY6DicOh,1.0,100.0,"Saat menyinggung SARA, terutama dengan kata2 kotor yang berlawanan dengan norma bersama di masyarakat.",Pernyataan yang meninggung SARA dengan kata-kata kotor dan secara terang-terangan menjelekkan satu pihak tanpa bukti yang jelas.,ID,Male,19.0,minority,idn,
R_12DZFzfkpKriVzN,1.0,100.0,Kalian semua sama cara berpikirnya sama seperti para wakil rakyar yang kerjanya cuman datang duduk dan lalu tidur.,"Tidak boleh mengintimidasi, menghina agama, dan satu sama lain",ID,Male,13.0,minority,idn,
R_12EHL0AKVo4sMUi,1.0,100.0,Kata kata yang menyebarkan kebencian terhadap lembaga tertentu,"Kata kasar, rasis,",ID,Male,24.0,non-minority,idn,
R_12gmm0B3nAzENih,1.0,100.0,"Menyatakan pendapat sangat negatif, penghinaan pada semua golongan yang bukan kelompoknya, mengancam secara fisik dan menggolongkan orang yang bukan kelompoknya sebagai bukan bagian dari bangsanya.","Mengatakan atau mendeskripsikan orang derajatnya sama dengan binatang, sumpah serapah yang sangat kasar, menghina agama, ras orang lain dengan kata-kata atau gambar yang sangat kasar.",ID,Male,14.0,non-minority,idn,
R_12go5QNvGvccanq,1.0,100.0,Ujaran kebencian adalah sesuatu yg bersifat diskriminasi terhadap sesuatu yg bertentangan dgn undang undang dan kemanusiaan.,Kita boleh bebas mengeluarkan pendapat. Tapi harus kontrol dan tdk boleh berpendapat yg bersifat mencaci maki sampai dengan mengancam jiwa.,ID,Male,26.0,non-minority,idn,
R_12GrU3JnyFl6wAk,1.0,100.0,Mereka mungkin jarang bersosialisasi sehingga media sosial dijadikan tempat beragumen,,ID,Female,14.0,minority,idn,
R_12QLgq9oismYhlb,1.0,100.0,"Ujaran kebencian adalah menyerukan kebencian karena pikiran mereka yang selalu negatif ,perilaku mereka yang kurang moral,dan selalu memandang dari sisi buruknya.padahal dunia ini indah jika manusianya beradab ,bertuhan,dan bermoral",Hal-hal yang jelek seharusnya dilarang di media sosial,ID,Female,29.0,non-minority,idn,
R_12tfLbohUGzZBw0,0.0,99.0,Ujaran kebencian itu mengutarakan ketidak sukaan terhadap sesuatu,Mencemarkan nama baik orang lain,ID,Female,22.0,non-minority,idn,
R_1BPJS3S9yxcqg9X,1.0,100.0,"Ujaran kebencian adalah hal-hal yang berkaitan dengan perkataan tertulis maupun audio visual yang membuat tersinggung,baik secara pribadi,golongan maupun lebih besar lagi sehingga keadaan menjadi gaduh dan membuat masyarakat bergejolak secara negatif.","Yang tidak boleh dikatakan di media sosial adalah : menyinggung tentang agama,ras,sosial dan politik. Keciali yang melenceng dari norma,harus diluruskan.Jadikan media sosial sebagai sarana pemersatu bangsa, negara dan kehidupan secara global.",ID,Female,40.0,non-minority,idn,
R_1C3yGH9bevhMmG7,1.0,100.0,Ujaran kebencian adalah pernyataan atau sikap yang menjunjung tinggi nilai-nilai pribadi atau kelompoknya sendiri dan merendahkan pihak lain dengan melibatkan unsur sara,Yang tidak boleh dikatakan di media sosial yaitu yang menyebabkan perpecahan atau konflik dengan pihak lain,ID,Male,17.0,non-minority,idn,
R_1CDSHUL2waIVQlK,1.0,100.0,Kata kata menghina dengan diksi anjing kontol dll,Manusia bermartabat seharusnya tidak membedakan media daring dan kehidupannya di dunia luring ketika berinteraksi,ID,Male,20.0,minority,idn,
R_1CHdVaLAxn12NI0,1.0,100.0,Uj,Ujaran yang mengakibatkan orang bodoh mengikutinys,ID,Female,44.0,non-minority,idn,
R_1CHm5tnU2DtC4Lq,1.0,100.0,Ujaran yg menyatakan ancaman kekerasan terutama yang mengancam fisik dan jiwa.,"Sosial media harus bebas, dari pemilik sosiak media maupun pemerintah. Penyensoran adalah tindakan membungkam kebebasan. Tanpa kebebasan berbicara, tak ada kebebasan berpikir, tanpa berpikir tak ada perbincangan publik.",ID,Male,15.0,minority,idn,
R_1Cvlu7N7INLR50V,1.0,100.0,Hal yg menyakitkan,Kata2 yg mengandung kebencian,ID,Female,9.0,non-minority,idn,
R_1Cx8EcoYNoR6dLo,1.0,100.0,"Ujaran kebencian adalah ucapan/tulisan yang bermuatan sikap kebencian/ketidaksukaan, baik secara tersurat ataupun tersirat, langsung maupun dalam bentuk provokasi atau bentuk tulisan/ucapan yang disampaikan sebagai penggiring munculnya ujaran kebencian/ketidaksukaan itu sendiri.","Ucapan saya devinitiv secara asasi dan mendasar. Mencakup keseluruhan fakta dan keseluruhan faktor, dan tidak ada yang seharusnya tidak boleh dikatakan.",ID,Male,30.0,non-minority,idn,
R_1d02XBX56U7TNW2,1.0,100.0,Provokasi kepada pembaca lain untuk membenci sesuatu,Untuk ujaran kebencian mendorong orang lain dgn kebencianya dan menghasutnya,ID,Male,28.0,non-minority,idn,
R_1doRFeHDX9Psj7s,1.0,100.0,"Ujaran kebencian adalah perilaku penyerangan dari seseorang terhadap kelompok tertentu seperti jenis kelamin, gender, ras, etnis, orientasi seksual, dll.","Kalimat yang memicu timbulnya kebencian terhadap kelompok rentan seperti jenis kelamin, gender, ras, etnis, dll.",ID,Female,3.0,non-minority,idn,
R_1DTHeDMRDCGxm11,1.0,100.0,"Ujaran kebencian biasanya ditujukan pada kelompok yang dianggap aneh, nyeleneh ataupun minoritas. Tidak semua yg minoritas itu salah, pun tidak semua yg dilakukan oleh mayoritas bisa dibenarkan. Orang-orang sering bingung dalam mengukur suatu kebenaran, karena standar pribadi mereka masing-masing","Kata-kata lasar seperti umpatan, cacian dan hinaan. Semoga kedepannya masyarakat makin terdidik, tidak mendahulukan emosi dan perasaan sesaat saat mengetik komentar, seharusnya media sosial bisa jadi sarana interaksi dan diskusi dan belajar untuk pengguna yang berpikiran dewasa",ID,Female,21.0,minority,idn,
R_1DtJ3jGQwcP891Y,1.0,100.0,"Ujaran kebencian adalah pernyataan yang secara brutal dan kasar yang disampaikan untuk menjatuhkan atau memposisikan rendah sesuatu atau seseorang dengan penuh kebencian secara subjektif tanpa ada valid evidence. Jika ada valid evidence, bisa dengan elok/elegan disampaikan dengan baik tanpa harus dengan kebencian.","Kata-kata kasar, gross, berbau pornografi, kata-kata binatang, tanpa ada bukti valid menjatuhkan seseorang atau sesuatu, aib orang dibuka baik dengan brutal atau tidak.",ID,Male,24.0,non-minority,idn,
R_1Dw0qCURAfAJfHS,1.0,100.0,Ujaran kebencian adalah ucapan atau tulisan seseorang yang memberikan opini buruk terhadap suatu hal yang baik dan mengajak atau menggiring opini publik untuk ikut dalam prinsip mereka,"Rasisme, saling menjelekan antar agama, cyber bullying, body ashaming",ID,Male,28.0,non-minority,idn,
R_1Dwj3PW99EmMNKD,1.0,100.0,Adalah ujaran untuk tidak menghargai pilihan orang dan cenderung ingin semua orang sependapat dengan yang dia inginkan,Menutup kebenaran adalah kejahatan,ID,Male,18.0,non-minority,idn,
R_1DzI1heLmaeGzP1,1.0,100.0,menurut ujaran kebencian akan dianggap ketika ucapannya sudah berlebihan mengina sekelompok atau seseorang secara publik.,"menghina masing-masing kelompok/individual hanya karena berbeda pendapat,
memberikkan hujatan berlebihan kepada mereka,
memanipulasi sekelompok/ individu untuk menghancurkan sesuatu
membuat konten vulgar yang melecehkan seseorang/sekelompok.
mengina kepercayaan orang lain meski itu minoritas
",ID,Female,6.0,non-minority,idn,
R_1Eh5ZTaCHbHVNHw,1.0,100.0,Ujaran kebencian mwnurut saya adalah segala ucapan yang secara umum bertujuan untuk menyakitkan hati lawan bicara atau pihak lain yang disinggung oleh sang pengucap.,"Segala hal yang bertentangan dengan norma kesopanan, kesusilaan, hukum, dan agama.",ID,Male,22.0,non-minority,idn,
R_1EhdjKdLtrbyHan,1.0,100.0,Ujuran yang mengandung unsur penghinaan dan penghasutan untuk memusuhi suatu kelompok secara berlebihan.,"Saya menganut kepercayaan bahwa kita hendaknya mengikuti kultur suatu tempat. Seperti di Indonesia,  agama adalah isu yang sensitif. Saya sendiri tidak terbawa perasaan ketika mereka, contohnya, mengkritik orang - orang dari agama saya,  yang pada kenyataannya memiliki 'cacat logika' pada praktek dan tingkah laku mereka. Seperti, seorang muslim mengkritik bagaimana orang Kristen terlalu berlebihan mengkultuskan hal - hal kebendaan,  semisal salib,  patung Jesus, dsb. Sementara,  di sisi lain,  umat saya (Muslim) juga mempraktekkan pengkultusan hal - hal kebendaan,  seperti Ka'bah, batu Hajar Aswad,  bahkan yang paling konyol saat itu adalah rambut (yang katanya)  merupakan rambut nabi Muhammad.  Saya berprasangka baik bahwa masing - masing umat beragama memiliki cara unik tersendiri dalam menterjemahkan ajaran - ajaran dari kepercayaan mereka secara simbolik,  karena saya memaklumj bahwa manusia adalah mahkluk simbolis,  tapi rambut Nabi? Ayolah!! 

Di negara saya hal - hal yang mengkritisi suatu agama, meskipun hal tersebut logis, dan saya dapat menerimanya,  namun saya sadar akan gejolak yang bisa dihasilkan oleh ujaran - ujaran yang mengandung hal tersebut. Saya percaya keutuhan bangsa harus diprioritaskan.  Benar tidak-nya suatu agama adalah urusan yang di Atas nanti.",ID,Male,15.0,non-minority,idn,
R_1eQTYSNr96k1xGC,1.0,100.0,Perbedaan itu kan indah dan harus saling menghargai,SARA dan ukuran kebencian itu tidak seharusnya terjadi,ID,Female,30.0,minority,idn,
R_1eUZr87dNhK2nJu,1.0,100.0,Ujaran kebencian adalah ujaran yang ofensif & bisa mengancam keselamatan,"Ancaman (mis., pembunuhan)
Hinaan
Kata-kata kasar (menghardik dengan nama hewan / bagian2 vital tubuh)
Mengklaim sesuatu adalah fakta tanpa bukti yang kuat / tanpa data
Menyebarkan asumsi / berita hoax dengan mengklaim sumber yang tidak kredibel",ID,Female,13.0,minority,idn,
R_1EWiDJMm1Doswrp,1.0,100.0,"Ujaran kebencian itu jika bernuansa pelecehan, merendahkan martabat, pribadi seseorang secara fisik, non fisik atau terkait dg spiritualisme org tsb","Kata kata yg merefleksikan kerendahan nilai-nilai moral, karakter, perilaku tidak terpuji  misalnya menggambar sesuatu yg merendahkan harkat, martabat seseorang, dsb",ID,Female,51.0,non-minority,idn,
R_1F35QgRPyyiQJY1,1.0,100.0,Ujaran kebencian yang terlalu menyakitkan hati / membuat orang/sekelompok orang tersinggung,Harap berhati-hati lah kalau berkomentar,ID,Male,21.0,minority,idn,
R_1fjVjvpNa0PbSdn,1.0,100.0,ujaran kebencian adalah tidak senang terhadap orang yg sukses,harus berkata santun,ID,Male,12.0,minority,idn,
R_1FxFqWyayAVHReu,0.0,99.0,"melecehkan dan mengancam keamanan dan kenyamanan orang/kelompok, manggil untuk tindakan kekerasan","panggilan untuk rusuh/ tindakan kekerasan, postingan dengan individu yang bisa diidentifikasi dan dicari serta dilukai",ID,Female,32.0,non-minority,idn,
R_1g6fzGWy0R9Ud0O,1.0,100.0,"Yang berhubungan dengan SARA, keterbatasan fisik & mental.",Yang merendahkan keterbatasan fisik & mental serta yang berhubungan dengan SARA,ID,Female,36.0,minority,idn,
R_1GCdRzkO9lRgliM,1.0,100.0,"Ungkapan rasa tidak suka pada sesuatu atau seseorang tanpa alasan yg jelas
",Hapus saja kata-kata itu.,ID,Male,53.0,non-minority,idn,
R_1GE9mf5pfYe2PXX,1.0,100.0,Mereka yang tidak bisa menerima keadaan orang lain yg lebih dari dirinya.,Hal-hal yang menyinggung perasaan dan keadaan orang lain. Ingat selalu hukum karma itu selalu berlaku.,ID,Female,32.0,minority,idn,
R_1gHezd38TVa70d9,1.0,100.0,....,....,ID,Female,29.0,non-minority,idn,
R_1gjOL0f5GPypntz,1.0,100.0,Ungkapan tidak suka akan sesuatu hal,"Kata2kotor,kasar yang nyangkut hal2pribadi",ID,Female,20.0,non-minority,idn,
R_1gLAxNxr9qb2TTn,1.0,100.0,Ujaran kebencian adalah sebuah kalimat yang menyinggung seseorang tanpa fakta,Tidak ada,ID,Other,9.0,minority,idn,
R_1gLRE6g5mbvItnq,1.0,100.0,"Ujaran yang menyerang SARA orang lain, bersifat menghina dan mengancam.","Kalimat ajakan pembunuhan, penghinaan, anti pada SARA tertentu",ID,Male,16.0,minority,idn,
R_1goI0Ms1G7SNHK4,1.0,100.0,"ujaran kebencian adalah segala macam tulisan atau perkataan yang disampaikan kepada kelompok tertentu dengan menggunakan kata-kata yang kasar, bersifat menyerang, melecehkan dan kata-kata lain yang mengandung konotasi negatif kepada kelompok tersebut.","ketidak-sukaan kepada kelompok tertentu  tidak boleh disampaikan atau ditulis dengan kata-kata yang memojokkan, kasar, bersifat menyerang dan melecehkan.",ID,Female,45.0,non-minority,idn,
R_1gTRYqXxnA9NBJm,1.0,100.0,Ujaran yang menggiring orang untuk membenci,"Kata kasar, hoax, menghina nabi dan agama, kata kata menghasut, penipuan",ID,Female,42.0,non-minority,idn,
R_1H0GbeGFlmn82AC,1.0,100.0,"Ujaran kebencian adalah ujaran yang ekspresi verbal yang berantipati terhadap sesuatu,atau seseorang,atau kelompok,atau suku,bangsa dan ras tanpa dasar rasionalitas yang tinggi.","Ada seperti kata : Miskin,Cacat,Kafir,Iman,Allah,lucuti,
beragama lain,berkeyakinan berbeda,najis,syirik,musyrik,haram,goblok,bodoh,bahlul,ukhty,antum,habib,Allahu Akbar,mengapa tidak ikut agama saya saja,dasar minoritas !!!,Lonte,Perek,Pelacur,jongos,baby,pembantu,demi Allah,,tidak perlu belajar,tidak perlu sekolah atau kuliah.",ID,Male,18.0,minority,idn,
R_1hAotVw6vCqRIzy,1.0,100.0,"Ujaran yang mengandung pertentangan, fitnah, ingin benar sendiri, judgemental negatif terhadap kelompok tertentu walaupun menggunakan bahasa yang sopan, dan kadang berkedok di balik suatu agama tertentu.",Pendapat yang mengundang pertentangan dan fanatisme golongan tertentu.,ID,Female,40.0,minority,idn,
R_1hG28gzXtZbwEm8,1.0,100.0,"Yang menyerang identitas, melecehkan dengan kata-kata kasar, menghina Agama dan kepercayaan orang lain.","Penyesatan Informasi alias Hoax, ujaran kebencian terhadap identitas apapun.",ID,Male,36.0,minority,idn,
R_1hJRacT9d2szC97,1.0,100.0,Ada yang salah pada pola pikir orang yang betujar,Mungkin mereka belum begitu paham harap maklum,ID,Male,30.0,minority,idn,
R_1HkIyyrOrH77Dsu,1.0,100.0,Ujaran kebencian merupakan suatu pendapat pribadi atau suatu golongan tertentu untuk menyakiti suatu minoritas atau golongan yang berbeda pendapat dengannya dan mengajak banyak orang untuk mempercayai pendapat tersebut dan mendukung pendapatnya untuk membenci target dari ujaran kebenciannya.,"Yang tidak boleh dikatakan di media sosial seharusnya adalah Rasisme, dan menghina suatu kepercayaan(Agama, Bangsa, dan Negara) yang dianut oleh orang lain serta menghina fisik.",ID,Male,10.0,non-minority,idn,
R_1hKKZiECzFC5NNF,1.0,100.0,Ujaran yang menyerang keputusan pihak lain dan disampaikan dengan tujuan menyudutkan karakteristik pribadi maupun kelompok,"Ucapan rasis, umpatan kasar dan perkataan yang menghina karakteristik pribadi",ID,Female,27.0,non-minority,idn,
R_1hNk4rBqBvjZpnG,1.0,100.0,"Kata-kata yang bisa menimbulkan ketersinggungan baik perorangan maupun kelompok, secara sengaja maupun tidak sengaja yang dapat berakibat pada ketertiban umum.","Caci maki, kata-kata yang menjelekkan orang atau kelompok tertentu.",ID,Male,13.0,non-minority,idn,
R_1hR0kd4Ewushbmy,1.0,100.0,"Provokasi untuk membenci suatu hal/seseorang. Kebencian pada dasarnya merupakan sentimen pribadi yang tidak boleh bersifat representatif. Provokasi, kampanye, ajakan, dsb untuk membenci seharusnya tidak ada, karena kebencian merupakan privasi yang tidak layak ditampilkan secara umum.","Umpatan yang bermaksud untuk menyakiti, 
hujatan akibat logical fallacy",ID,Male,10.0,non-minority,idn,
R_1hRSiDT9D5Fc7Yq,1.0,100.0,"mengandung muatan Rasisme, Agama dengan ditambahi kata2 yg tidak sopan, apalagi tanda dasar hukum yg kuat.","Ras, Agama, kata2 tidak sopan.",ID,Male,27.0,minority,idn,
R_1hWrlGQPiQqVwfo,1.0,100.0,"Perkataan, tulisan, sikap, perilaku atau yg menunjukan sesuatu yg dilarang karena bisa memicu terjadinya tindakan kekerasan dan menggiring prasangka buruk mendahului kenyataan kpd korban dari pembuat pernyataan..","Yang tidak boleh diujarkan pd medsos : 1. Menghina dan memfitnah mendahului fakta dan tanpa sama sekali data yg mendukung, 2. Secara kaku menggunakan dalil dan sentimen agama utk berpolitik agar bisa mengatur/mendikte dan melemahkan logika umum kehidupan bernegara & berbangsa, sebab agama mengatur hubungan pribadi pemeluknya dgn Tuhan..",ID,Male,46.0,minority,idn,
R_1I6PTgVEd89Gf2J,1.0,100.0,Ujaran kebencian adalah konsep yg terlalu berlebihan. Konsep yg pada tingkat tertentu bisa digunakan untuk membungkam gagasan dan pendapat apapun yg tidak disenangi. Apalagi di tengah semakin menguatnya institusi negara dan aparatnya saat ini.,"Tidak ada. Jika ada yg tersakiti, maka itu adalah persoalan di antara mereka yg berseteru.",ID,Male,37.0,non-minority,idn,
R_1IbKpWlIWYAnYOM,1.0,100.0,"Ujaran kebencian yg menimbulkan konflik masalah sosial secara luas, baik konflik antar golongan/kelompok maupun konflik antara personal .","Media sosial seharusnya mempertimbangkan menghapus posting ujaran kebencian mengenai Ras/Suku , Agama , Kepentingan pribadi kelompok/golongan tertentu dan bila diperlukan hapus semua account sosial media pelakunya.",ID,Male,42.0,minority,idn,
R_1IJWbKyxkiiVmzQ,1.0,100.0,"Definisi Ujaran kebencian adalah: Ungkapan/ ujaran2 seseorang/sekelompok orang yg membuat orang lain merasa tersinggung/ marah.Klo di negara qt, sy melihat & membaca  ujaran2kebencian biasanya terjadi pada berita2 atau video2 dari tokoh agama yg menyinggung salah satu agama atau kepercayaan yg ada di negara ini."," Jangan pernah menghina / menyinggung / melecehkan suku, ras , agama , seseorang secara disengaja maupun tdk disengaja di media sosial. Klo tdk paham, sebaiknya diam.",ID,Female,36.0,non-minority,idn,
R_1In3gkLeZklVqnL,1.0,100.0,Ujaran yg keluar memang dg tujuan utk menyakiti,Aoaial media sama halmya seperti dunia mata. Semua harus dipastikan bahwa tidak bertujuan utk menyakiti,ID,Female,36.0,minority,idn,
R_1IoNWEaBMnotDwI,1.0,100.0,"Ujaran kebencian itu jika orang lain melakukan perbuatan sengaja atau tidak sengaja yang menimbulkan fitnah. Dampak perbuatan fitnah dapat menimbulkan ketakutan, kerugian materi, nama baik, kehilangan pekerjaan, psikologi buruk, luka fisik, kehilangan nyawa.",Ujaran Fitnah,ID,Male,17.0,non-minority,idn,
R_1Ip9BRJvmIT7L61,1.0,100.0,"Mendiskreditkan seorang/sesuatu (termasuk lembaga negara & simbol negara) yg disebarluaskan, baik secara online ataupun offline, baik itu kebenaran ataupun kebohongan","1. Masalah pribadi, krn ini juga bisa memancing adanya ujaran kebencian melalui komentar2 yg diupload di sana.
2. Menjelek2kan pemimpin &/ simbol2 negara",ID,Female,32.0,non-minority,idn,
R_1IvfKYjvCFleADX,1.0,100.0,Ujaran kebencian ia suatu perkataan yang menyinggung dan membuat suatu tuduhan yang tida nyata yang di tuju ke satu pusat yang ia maksud,Kata kata kasar dan menyinggung pengguna social media yang lain,ID,Male,3.0,minority,idn,
R_1IXyzNHcnws8Uzp,1.0,100.0,Kata - kata tidak sopan dan dapat menyakiti hati dan perasaan orang lain.,"Kata - kata misuh dan tidak sopan 
",ID,Female,3.0,non-minority,idn,
R_1jBREo8N1FvcdKz,1.0,100.0,Ujaran yang melecehkan eksplisit atau mengancam individu maupun kelompok dan tidak bisa dianggap sebagai kritik konstruktif.,Ancaman kekerasan fisik maupun beberapa jenis ancaman psikis seperti doxing (penyebaran data pribadi) yang dapat mengarah pada kekerasan fisik.,ID,Male,13.0,minority,idn,
R_1JDva73RygeIyWa,1.0,100.0,"Jika kata2 yg digunakan sdh mengandung ancaman nyawa , pelecehan , penistaan agama  suku àdat dan ras , menghina keluarga/orang tua, fitnah , penghasutan , dan semacamnya","Mat1,kata2 kebun binatang, t41, b4ngs4t,b4j1ng4an, kemaluan pria/wanita baik yg formal maupun bhs slank, p3r3k, b4ngke.dan semacamnya.",ID,Female,29.0,minority,idn,
R_1JDVVNAWXhPRJmZ,1.0,100.0,Hargai pendapat orang jangan menyinggung,Menghina seseorang harusnya di larang keras di media sosial,ID,Male,31.0,minority,idn,
R_1jMMk2QpraeMUti,0.0,99.0,"Ujaran kebencian --&gt; Segala ucapan yang memprovokasi individu/masyarakat untuk, secara sengaja dan meluas, membenci sesuatu/seseorang/kelompok tertentu dengan beragam alasan.","1. Penghasilan;
2. Nomor rekening;
3. Urusan keluarga;
4. Urusan ranjang;
5. Opini yang mendiskriminasi dan merendahkan individu/komunitas tertentu; 
6. Pamer harta;
7. Foto dokumen pribadi; 
8. Foto tiket perjalanan; 
9. Membuka aib orang lain;
10. Membuka aib diri sendiri; 
11. Pamer ibadah;
12. Berceramah tanpa dasar ilmu yang jelas; 
13. Menyebarkan kabar tak jelas asal-usulnya; 
14. Secara terbuka bilang, anjing dan kucing itu bukan penguasa dunia.",ID,Female,13.0,non-minority,idn,
R_1jOeItWZy8D9oeT,1.0,100.0,Memprovokasi kepada komunitas tertentu untuk melakukan perusakan dan membuat kekacauan tertentu membuat opini publik yg membenarkan sesuatu hal dg tidak mengindahkan azas kebenaran dan keadilan,"Sara,berkaitan dg suku,agsma,dan ras tertentu ucapan kotor dan merendahkan harkat martabat manusia tanpa mengindahkan aturan aturan agama tertentu untuk kepentingan tertentu",ID,Male,28.0,non-minority,idn,
R_1jqRo6p7JmW4UEz,1.0,100.0,Merugikan diri dan orang lain,Kata-kata yang menyakiti sesama manusia,ID,Female,7.0,non-minority,idn,
R_1jrH3p4BzhRuCTZ,1.0,100.0,Tidak dibenarkan,Hal yang menyinggung orang lain.,ID,Male,10.0,non-minority,idn,
R_1jsardo9bHKGlSS,1.0,100.0,Menyakiti pihak personal atau pihak suatu lembaga atau pihak mana saja terlepas dari benar dan salah dengan apa yg kita ucapkan (ketik),Ukaran kebencian dan serta menyakiti perasaan pihak manapun,ID,Male,24.0,non-minority,idn,
R_1jwjzBnI5Ml1Yht,0.0,99.0,"Ujaran kebencian : berpengaruh  pada  karakter pribadi masing masing  orang dan kurangnya pemahaman informasi yg diterima setiap pribadi orang.  Pergaulan dan lingkungan sehari hari juga berperan ,sehingga tidak bisa memunculkan pola pikir dan pembicaraan yg bijaksana disetiap pribadi orang.","Media sosial ruang yg luas untuk menuang segala bentuk tulisan ,dari  setiap Individu .karna setiap indifidu berasal dari ,daerah ,atau negara yg berbeda ,dan bahasanya juga berbeda. Kita harus juga memahami dan mengerti  setiap bahasa yg  dituang setiap indifidu dengan sedetailnya kata dan kalimat.",ID,Male,39.0,non-minority,idn,
R_1k0P6isXpX2sVOr,1.0,100.0,"Meniru di Jerman, ujaran kebencian terkait hal2 yg membangkitkan memori buruk kolektif sbg bangsa spt terkait Nazi. Dantidak semua hal yg bersifat kritis ke pemerintah dianggap ujaran kebencian.","Menyerang agama lain, suku lain, ras lain dan identitas primordial lain yg bisa bisa rusak sebagai bangsa yg kolektif",ID,Male,30.0,non-minority,idn,
R_1K7Q6c1plu028vx,1.0,100.0,"Orang yang menggunakan kata2 atau ujaran yang menyebabkan banyak orang lain tersinggung atau sakit hati dan yang dapat memecah belah kelompok,golongan atau antar umar beragama",,ID,Female,29.0,non-minority,idn,
R_1kF7PVAN9E74yAS,1.0,100.0,Ujaran yang bisa memprovokasi,Kalimat kasar dan memojokkan orang lain atau instansi tertentu,ID,Male,38.0,non-minority,idn,
R_1Le6UxV9iypi1iw,0.0,99.0,"Sikap bermusuhan dengan melakukan penyerangan verbal terhadap fisik, menghina atau pengancaman dengan berharap orang lain celaka","Kata kata kotor, pengancaman dan caci maki",ID,Female,26.0,non-minority,idn,
R_1LhAUJzWHphkIDT,1.0,100.0,Menjadi kebencian hanya bila pihak yg membaca juga memiliki rasa benci secara mutual.,Semua hal boleh saja dikatakan di media sosial. Penerimaan orang akan berbeda2 dan masing2 harus belajar menerima pendapat yg berbeda tanpa diikuti rasa marah dan benci.,ID,Female,38.0,non-minority,idn,
R_1LIqCfqSbtpdtET,1.0,100.0,menghina,menyebut nama binatang,ID,Male,31.0,non-minority,idn,
